,name,source_facility_type,ages,capacity,infant,toddler,school_age,facility_type,full_address,provider
301,GARDERIE MAYA,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,50 chemin Pointe-De Pruches Pointe-Sapin E9A 1S4 (506) 876-3303,Province of New Brunswick
302,Garderie Mlie 2020 Inc,Full-time Centre,"Infant, Preschool, School-age",60.0,Y,Y,Y,Day Care,2009 Route 322 Robertville E8K 2S4 (506) 783-7793,Province of New Brunswick
303,Garderie Mlubulles 1 Inc.,Full-time Centre,"Preschool, School-age",60.0,N,Y,Y,Day Care,45 avenue 31 ime Edmundston E3V 2R6 (506) 739-9264,Province of New Brunswick
304,Garderie Mlubulles 2 Inc.,Full-time Centre,"Infant, Preschool",57.0,Y,Y,N,Day Care,45 avenue 31 ime Edmundston E3V 2R6 (506) 739-9264,Province of New Brunswick
305,Garderie Mini-Sol,Part-time Centre,School-age,50.0,N,N,Y,Day Care,63 rue Laplante Est Petit-Rocher E8J 1H4 (506) 783-9814,Province of New Brunswick
306,Garderie Mon autre maison,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,4 rue Jonathan Saint-Quentin E8A 2C8 (506) 504-0156,Province of New Brunswick
307,Garderie Mon Doudou - Jeux de Lettres,Full-time Centre,"Infant, Preschool, School-age",15.0,Y,Y,Y,Day Care,176 Avenue Second Moncton E1C 7Y6 (506) 227-2722,Province of New Brunswick
308,Garderie Mont Ste-Marie Inc.,Full-time Centre,"Infant, Preschool",60.0,Y,Y,N,Day Care,641 rue St-Franois Edmundston E3V 1H6 (506) 735-9199,Province of New Brunswick
309,Garderie Mont Ste-Marie Inc. prscolaire & aprs-classe,Full-time Centre,"Preschool, School-age",43.0,N,Y,Y,Day Care,641 rue St-Franois Edmundston E3V 1H6 (506) 735-9199,Province of New Brunswick
310,GARDERIE MYRABEL,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,5418 Route 134 Cocagne E4R 3P1 (506) 744-0781,Province of New Brunswick
311,GARDERIE PEEK-A-BOO DAYCARE,Full-time Centre,"Preschool, School-age",24.0,N,Y,Y,Day Care,5 447 King George Highway Miramichi E1V 1L8 (506) 622-7070,Province of New Brunswick
312,Garderie Petit Soleil,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,10 rue Patrick Saint-Jacques E7B 2Y1 (506) 253-9075,Province of New Brunswick
313,Garderie Petit-Pied/Little Foot Daycare,Full-time Centre,"Preschool, School-age",40.0,N,Y,Y,Day Care,1197 rue Principale Nguac E9G 1T2 (506) 776-5043,Province of New Brunswick
314,Garderie Polichinelle,Full-time Centre,"Infant, Preschool, School-age",24.0,Y,Y,Y,Day Care,87 Street Arran Campbellton E3N 1L5 (506) 753-4218,Province of New Brunswick
315,GARDERIE POWER PLAY DAYCARE,Part-time Centre,School-age,49.0,N,N,Y,Day Care,257 rue des Erables Dieppe E1A 9B1 (506) 853-7529,Province of New Brunswick
316,Garderie Prcieux Moments,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,21 avenue Des rables Clair E7A 2B4 (506) 821-2222,Province of New Brunswick
317,Garderie Rose des vents,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,1745 Route 355 A Sainte-Rose E1X 2W5 (506) 395-1514,Province of New Brunswick
318,Garderie Tic Tac Toe Daycare Inc.,Full-time Centre,"Infant, Preschool",37.0,Y,Y,N,Day Care,357 Grey Street Dalhousie E8C 1W6 (506) 684-2700,Province of New Brunswick
319,Garderie Tic Tac Toe Daycare Inc. (2),Part-time Centre,School-age,60.0,N,N,Y,Day Care,357 Grey Street Dalhousie E8C 1W6 (506) 684-2700,Province of New Brunswick
320,Garderie Tina Mallet,Full-time Centre,"Infant, Preschool, School-age",57.0,Y,Y,Y,Day Care,140 chemin des Huitres Haut-Shippagan E8S 2N6 (506) 336-8516,Province of New Brunswick
321,Garderie Tourbillon de Soleil Inc.,Full-time Centre,"Preschool, School-age",48.0,N,Y,Y,Day Care,464 avenue Des Pionniers Balmoral E8E 1E2 (506) 826-2796,Province of New Brunswick
322,Garderie univers d'enfants I,Full-time Centre,"Infant, Preschool, School-age",60.0,Y,Y,Y,Day Care,329 rue Ryan Moncton E1G 2W2 (506) 864-8377,Province of New Brunswick
323,Garderie univers d'enfants II,Full-time Centre,"Infant, Preschool, School-age",60.0,Y,Y,Y,Day Care,329 rue Ryan Moncton E1G 2W2 (506) 864-8377,Province of New Brunswick
324,GBC CHILD CARE PROGRAMS,Full-time Centre,"Preschool, School-age",59.0,N,Y,Y,Day Care,160 Old Coach Road Riverview E1B 1N8 (506) 851-5520,Province of New Brunswick
325,Geary Headstart Program,Part-time Centre,"Preschool, School-age",30.0,N,Y,Y,Day Care,16 Lauvina Bye Road Geary E2V 3Y1 (506) 449-2603,Province of New Brunswick
326,Get Active After School,Part-time Centre,School-age,60.0,N,N,Y,Day Care,180 Main Street Fredericton E3A 1C8 (506) 472-9323,Province of New Brunswick
327,Get Active Kids,Part-time Centre,School-age,60.0,N,N,Y,Day Care,180 Main Street Fredericton E3A 1C8 (506) 472-9323,Province of New Brunswick
328,Gibson-Neill Memorial After School Program,Part-time Centre,School-age,29.0,N,N,Y,Day Care,67 Wyngate Drive Fredericton E3A 6G1 (506) 472-5112,Province of New Brunswick
329,GO-GO AFTER SCHOOL ISLAND VIEW SCHOOL,Part-time Centre,School-age,30.0,N,N,Y,Day Care,496 Ridge Row Saint John E2M 4A1 (506) 455-5496,Province of New Brunswick
330,Go-Go After School and Preschool Woodstock Road,Full-time Centre,"Preschool, School-age",60.0,N,Y,Y,Day Care,A 861 Woodstock Road Fredericton E3B 7R7 (506) 455-5496,Province of New Brunswick
331,Go-Go After School Canterbury,Part-time Centre,School-age,60.0,N,N,Y,Day Care,523 Canterbury Drive Fredericton E3B 4M4 (506) 455-5496,Province of New Brunswick
332,Go-Go After School Connaught Street,Part-time Centre,School-age,60.0,N,N,Y,Day Care,536 Northumberland Street Fredericton E3E 1P1 (506) 455-5496,Province of New Brunswick
333,GO-GO AFTER SCHOOL FAIRVALE ELEMENTARY,Part-time Centre,School-age,60.0,N,N,Y,Day Care,11 School Avenue Rothesay E2E 1Z9 (506) 846-6202,Province of New Brunswick
334,Go-Go After School Hammond River Valley,Part-time Centre,School-age,30.0,N,N,Y,Day Care,1759 860 Route Hampton E5N 8H1 (506) 455-5496,Province of New Brunswick
335,Go-Go After School Hanwell,Part-time Centre,"Preschool, School-age",50.0,N,Y,Y,Day Care,1717 640 Route Hanwell E3C 2B9 (506) 455-5496,Province of New Brunswick
336,Go-Go After School High Point Plaza,Part-time Centre,School-age,45.0,N,N,Y,Day Care,283 New Maryland Highway New Maryland E3C 2H3 (506) 455-5496,Province of New Brunswick
337,Go-Go After School Main Street,Part-time Centre,"Preschool, School-age",60.0,N,Y,Y,Day Care,87 Main Street Fredericton E3A 1C2 (506) 455-5496,Province of New Brunswick
338,Go-Go After School Nashwaaksis,Part-time Centre,School-age,60.0,N,N,Y,Day Care,104 Edgewood Drive Fredericton E3A 1T3 (506) 455-5496,Province of New Brunswick
339,Go-Go After School Park Street,Part-time Centre,School-age,47.0,N,N,Y,Day Care,111 Park Street Fredericton E3A 2J6 (506) 454-5496,Province of New Brunswick
340,Go-Go After School Saint Rose School,Part-time Centre,School-age,30.0,N,N,Y,Day Care,700 Manawagonish Road Saint John E2M 3W5 (506) 455-5496,Province of New Brunswick
341,Go-Go After School Silverwood,Part-time Centre,School-age,41.0,N,N,Y,Day Care,2385 Woodstock Road Fredericton E3C 1L4 (506) 455-5496,Province of New Brunswick
342,Go-Go After School Two Nations Crossing,Part-time Centre,"Preschool, School-age",48.0,N,Y,Y,Day Care,80 Two Nations Crossing Fredericton E3A 0H2 (506) 455-5496,Province of New Brunswick
343,Go-Go After School UNB Main,Part-time Centre,School-age,56.0,N,N,Y,Day Care,2 Peter Kelly Drive Fredericton E3B 5A3 (506) 455-5496,Province of New Brunswick
344,GO-GO AFTER SCHOOL-HAMPTON ELEMENTARY SCHOOL,Part-time Centre,School-age,30.0,N,N,Y,Day Care,82 School Street Hampton E5N 6B2 (506) 455-5496,Province of New Brunswick
345,Go-Go Preschool and After School Maple Street,Full-time Centre,"Preschool, School-age",54.0,N,Y,Y,Day Care,318 Maple Street Fredericton E3A 3R4 (506) 455-5436,Province of New Brunswick
346,Go-Go Preschool and Afterschool Main St. 2,Full-time Centre,"Preschool, School-age",35.0,N,Y,Y,Day Care,87 Main Street Fredericton E3A 1C2 (506) 455-5496,Province of New Brunswick
347,Go-Go Preschool- Canterbury Drive,Full-time Centre,"Preschool, School-age",56.0,N,Y,Y,Day Care,105-106 523 Canterbury Drive Fredericton E3B 4M4 (506) 455-5496,Province of New Brunswick
348,Go-Go Preschool High Point Plaza,Full-time Centre,"Preschool, School-age",24.0,N,Y,Y,Day Care,283 New Maryland Highway New Maryland E3C 2H3 (506) 455-5496,Province of New Brunswick
349,GRAND BAY AFTER SCHOOL 1,Part-time Centre,School-age,47.0,N,N,Y,Day Care,27 Inglewood Drive Grand Bay-Westfield E5K 2E1 (506) 738-8103,Province of New Brunswick
350,GRAND BAY BLOSSOMS,Full-time Centre,"Infant, Preschool, School-age",60.0,Y,Y,Y,Day Care,749 River Valley Drive Grand Bay-Westfield E5K 1B6 (506) 738-3217,Province of New Brunswick
351,Grand Bay Blossoms Afterschool Care,Part-time Centre,School-age,30.0,N,N,Y,Day Care,45 Ridge Way Grand Bay-Westfield E5K 1Y9 (506) 738-3217,Province of New Brunswick
352,GRAND BAY TINY TREASURES LEARNING CENTRE,Full-time Centre,"Preschool, School-age",34.0,N,Y,Y,Day Care,77 Woolastook Drive Grand Bay-Westfield E5K 1S3 (506) 738-2766,Province of New Brunswick
353,GRAND BAY TREASURED ADVENTURES,Part-time Centre,School-age,60.0,N,N,Y,Day Care,77 Woolastook Drive Grand Bay-Westfield E5K 1S3 (506) 654-2766,Province of New Brunswick
354,Grand Manan Early Learning Centre,Full-time Centre,"Preschool, School-age",52.0,N,Y,Y,Day Care,1021 776 Route Grand Manan E5G 4E5 (506) 662-3653,Province of New Brunswick
355,GREATER MONCTON SCHOOL OF DISCOVERY,Full-time Centre,"Infant, Preschool",60.0,Y,Y,N,Day Care,135 MacBeath Avenue Moncton E1C 6Z8 (506) 857-5560,Province of New Brunswick
356,GREATER MONCTON SCHOOL OF DISCOVERY AFTERSCHOOL,Part-time Centre,School-age,45.0,N,N,Y,Day Care,172 West Lane Moncton E1C 6V2 (506) 857-5560,Province of New Brunswick
357,GREATER MONCTON SCHOOL OF DISCOVERY PRESCHOOL,Full-time Centre,Preschool,20.0,N,Y,N,Day Care,135 MacBeath Avenue Moncton E1C 6Z8 (506) 857-5560,Province of New Brunswick
358,GROW WITH ME DAY CARE,Home,"Preschool, School-age",9.0,N,Y,Y,Home,35 McDowell Avenue Riverview E1B 4A3 (506) 378-0214,Province of New Brunswick
359,HALL PLAYTIME LEARNERS PRESCHOOL,Part-time Centre,Preschool,15.0,N,Y,N,Day Care,82 School Street Hampton E5N 6B2 (506) 832-5665,Province of New Brunswick
360,Halte Carrefour des amis,Part-time Centre,School-age,60.0,N,N,Y,Day Care,795 rue cole Beresford E8K 1V4 (506) 542-1907,Province of New Brunswick
361,HALTE DE LA PASSERELLE,Part-time Centre,School-age,45.0,N,N,Y,Day Care,432 rue Centrale Memramcook E4K 3S5 (506) 863-4302,Province of New Brunswick
362,Halte de l'tincelle,Part-time Centre,"Preschool, School-age",20.0,N,Y,Y,Day Care,70 rue De L'glise Sainte-Marie-Saint-Raphal E8T 1N8 (506) 344-3022,Province of New Brunswick
363,Halte des Grands lutins,Full-time Centre,School-age,35.0,N,N,Y,Day Care,2 385 rue Principale Nigadoo E8K 3R6 (506) 480-0426,Province of New Brunswick
364,Halte le Monde des Super Hros,Part-time Centre,School-age,15.0,N,N,Y,Day Care,1295 rue Principale Le Goulet E8S 2E9 (506) 336-4940,Province of New Brunswick
365,Halte scolaire petit pas dans mon cole,Part-time Centre,School-age,43.0,N,N,Y,Day Care,1341 chemin Robertville Robertville E8K 2V9 (506) 542-2453,Province of New Brunswick
366,Halte scolaire Bellefeuille,Part-time Centre,School-age,60.0,N,N,Y,Day Care,906 rue L.G. Daigle Tracadie-Sheila E1X 1G4 (506) 394-3559,Province of New Brunswick
367,Halte scolaire Bimbo,Part-time Centre,School-age,60.0,N,N,Y,Day Care,1300 rue St-Joseph Bathurst E2A 3R5 (506) 548-8069,Province of New Brunswick
368,Halte scolaire Carrefour de la jeunesse,Part-time Centre,School-age,60.0,N,N,Y,Day Care,54 avenue 21 Ime Edmundston E3V 2B9 (506) 263-5035,Province of New Brunswick
369,Halte scolaire des grands amis,Part-time Centre,School-age,28.0,N,N,Y,Day Care,361 Route 280 Dundee E8E 1X6 (506) 987-4199,Province of New Brunswick
370,Halte Scolaire du C.S.C. La fontaine,Part-time Centre,School-age,19.0,N,N,Y,Day Care,700 rue Principale Nguac E9G 1N4 (506) 776-3808,Province of New Brunswick
371,Halte scolaire cole Saint-Jacques 4,Part-time Centre,School-age,60.0,N,N,Y,Day Care,10 avenue De L'cole Saint-Jacques Saint-Jacques E7B 1E7 (506) 739-6755,Province of New Brunswick
372,Halte scolaire lmentaire Mgr-Lang,Part-time Centre,School-age,24.0,N,N,Y,Day Care,1365 chemin Tobique Drummond E3Y 2P4 (506) 473-4055,Province of New Brunswick
373,Halte scolaire Entramis.inc,Part-time Centre,School-age,30.0,N,N,Y,Day Care,963 rue Principale Beresford E8K 1M7 (506) 544-1912,Province of New Brunswick
374,Halte scolaire ESSA,Part-time Centre,School-age,60.0,N,N,Y,Day Care,65 rue De L'cole Lamque E8T 1B7 (506) 344-3064,Province of New Brunswick
375,Halte Scolaire Happy Feet,Part-time Centre,School-age,60.0,N,N,Y,Day Care,689 boulevard verard H. Daigle Grand-Sault/Grand Falls E3Z 3C5 (506) 475-9309,Province of New Brunswick
376,Halte scolaire Jade,Part-time Centre,School-age,16.0,N,N,Y,Day Care,225 rue Pointe-Brule Pointe-Brle E8S 2V9 (506) 601-4455,Province of New Brunswick
377,Halte scolaire Krok Soleil,Part-time Centre,School-age,60.0,N,N,Y,Day Care,99 rue Martin Edmundston E3V 2M7 (506) 739-5455,Province of New Brunswick
378,Halte Scolaire La Dcouverte,Part-time Centre,School-age,27.0,N,N,Y,Day Care,3120 rue Principale Tracadie-Sheila E1X 1A2 (506) 395-5420,Province of New Brunswick
379,Halte scolaire La Girouette,Part-time Centre,School-age,45.0,N,N,Y,Day Care,3953 boulevard Des Fondateurs Saint-Isidore E8M 1C1 (506) 358-1183,Province of New Brunswick
380,Halte scolaire la Ribambelle en Folie Lte,Part-time Centre,School-age,60.0,N,N,Y,Day Care,40 rue De L'cole Saint-Lonard E7E 1Y6 (506) 423-6401,Province of New Brunswick
381,Halte Scolaire l'Arc-en-ciel,Part-time Centre,School-age,28.0,N,N,Y,Day Care,220 boulevard St-Pierre Ouest Caraquet E1W 1A5 (506) 727-6737,Province of New Brunswick
382,Halte Scolaire Le Domaine,Part-time Centre,School-age,25.0,N,N,Y,Day Care,636 rue Principale Petit-Rocher E8J 1T7 (506) 544-5080,Province of New Brunswick
383,Halte Scolaire Le Tremplin,Part-time Centre,School-age,60.0,N,N,Y,Day Care,520 rue De L'glise Tracadie-Sheila E1X 1B1 (506) 394-3494,Province of New Brunswick
384,Halte scolaire l'Envole,Part-time Centre,School-age,25.0,N,N,Y,Day Care,135 rue de l'cole Shippagan E8S 3H1 (506) 336-3024,Province of New Brunswick
385,Halte scolaire Les Abeilles,Part-time Centre,School-age,60.0,N,N,Y,Day Care,635 rue de l'glise Tracadie-Sheila E1X 1B1 (506) 394-5985,Province of New Brunswick
386,Halte scolaire Les Amis de la Passerelle,Part-time Centre,School-age,30.0,N,N,Y,Day Care,5067 Route 160 Pont-Landry E1X 2V5 (506) 397-1984,Province of New Brunswick
387,Halte Scolaire l'Escale des Jeunes,Part-time Centre,School-age,20.0,N,N,Y,Day Care,2930 rue Morais Bas-Caraquet E1W 6A8 (506) 727-7044,Province of New Brunswick
388,Halte scolaire L'Univers des Petits,Part-time Centre,School-age,60.0,N,N,Y,Day Care,1191 rue des Fondateurs Paquetville E8R 1A9 (506) 764-2978,Province of New Brunswick
389,Halte scolaire Rivire-Verte,Part-time Centre,"Preschool, School-age",23.0,N,Y,Y,Day Care,4 rue De L'Ecole Rivire-Verte E7C 2R5 (506) 263-5035,Province of New Brunswick
390,Halte scolaire Saint-Joseph,Part-time Centre,School-age,25.0,N,N,Y,Day Care,562 chemin Toussaint Saint-Joseph-de-Madawaska E7B 2T8 (506) 263-5035,Province of New Brunswick
391,Halte scolaire St-Basile,Part-time Centre,School-age,60.0,N,N,Y,Day Care,247 rue Principale Saint-Basile E7C 1H7 (506) 263-5035,Province of New Brunswick
392,Halte-scolaire Les Futur(e)s Ados,Home,School-age,9.0,N,N,Y,Home,76 chemin St-Simon Caraquet E1W 1B3 (506) 727-6433,Province of New Brunswick
393,HAMILTON HOMESTYLE CLUBHOUSE,Full-time Centre,Preschool,24.0,N,Y,N,Day Care,70 Gault Road Saint John E2M 5H2 (506) 652-9822,Province of New Brunswick
394,HAMILTON HOMESTYLE DAYCARE,Full-time Centre,"Infant, Preschool, School-age",55.0,Y,Y,Y,Day Care,70 Gault Road Saint John E2M 5H2 (506) 652-9822,Province of New Brunswick
395,HANDS ON LEARNING ACADEMY,Full-time Centre,"Infant, Preschool",44.0,Y,Y,N,Day Care,120 Trites Road Riverview E1B 2V7 (506) 857-4263,Province of New Brunswick
396,Hands on Learning Center Moncton,Full-time Centre,"Infant, Preschool, School-age",59.0,Y,Y,Y,Day Care,15 Granville Drive Moncton E1C 3G5 (506) 859-4263,Province of New Brunswick
397,HANDS ON LEARNING CENTER MONCTON PRESCHOOL,Full-time Centre,"Infant, Preschool",39.0,Y,Y,N,Day Care,2181 Mountain Road Moncton E1G 1B6 (506) 877-4263,Province of New Brunswick
398,HANDS ON LEARNING CENTER MONCTON SCHOOL AGE,Part-time Centre,School-age,43.0,N,N,Y,Day Care,2181 Mountain Road Moncton E1G 1B6 (506) 877-4263,Province of New Brunswick
399,HANDS ON LEARNING CENTER RIVERVIEW,Part-time Centre,School-age,49.0,N,N,Y,Day Care,330 Pine Glen Road Riverview E1B 1V6 (506) 383-4263,Province of New Brunswick
400,HANDS ON LEARNING ENRICHMENT CENTRE,Full-time Centre,"Infant, Preschool",54.0,Y,Y,N,Day Care,2282 Mountain Road Moncton E1G 1B4 (506) 878-4263,Province of New Brunswick
401,HAPPY CLOWN AFTER SCHOOL CENTRE,Part-time Centre,School-age,55.0,N,N,Y,Day Care,21 Pettingill Road Quispamsis E2E 6B1 (506) 849-4396,Province of New Brunswick
402,HAPPY CLOWN DAYCARE,Full-time Centre,"Infant, Preschool, School-age",55.0,Y,Y,Y,Day Care,21 Pettingill Road Quispamsis E2E 6B1 (506) 849-4386,Province of New Brunswick
403,Happy Faces Home Childcare,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,282 Rainsford Lane Fredericton E3B 7T2 (506) 455-5469,Province of New Brunswick
404,Happy little faces Preschool and Afterschool program,Part-time Centre,"Preschool, School-age",28.0,N,Y,Y,Day Care,807 Principale rue Beresford E8K 1V7 (506) 783-4825,Province of New Brunswick
405,Henry Park Recreation Centre After School Program,Part-time Centre,School-age,60.0,N,N,Y,Day Care,248 Medley Street Fredericton E3A 3B3 (506) 472-5112,Province of New Brunswick
406,HERE WE GROW EARLY LEARNING & CHILDCARE CENTER,Full-time Centre,Preschool,25.0,N,Y,N,Day Care,13 Chad Crescent Salisbury E4J 3N4 (506) 372-9459,Province of New Brunswick
407,Here We Grow Little Learners,Full-time Centre,"Infant, Preschool",22.0,Y,Y,N,Day Care,57 Boyd Street Salisbury E4J 2A6 (506) 372-9459,Province of New Brunswick
408,HERE WE GROW YOUTH CENTER,Part-time Centre,School-age,60.0,N,N,Y,Day Care,55 Douglas Street Salisbury E4J 2B4 (506) 372-9459,Province of New Brunswick
409,HOME WITH A HEART DAY CARE,Full-time Centre,"Infant, Preschool",40.0,Y,Y,N,Day Care,2051 Mountain Road Moncton E1G 1B1 (506) 384-8682,Province of New Brunswick
410,Inspired Learning Academy,Full-time Centre,"Preschool, School-age",20.0,N,Y,Y,Day Care,201 281 Restigouche Road Oromocto E2V 2H2 (506) 471-3421,Province of New Brunswick
411,I-Play Athletic 2,Part-time Centre,School-age,15.0,N,N,Y,Day Care,77 Hildegard Drive Moncton E1G 0Z6 (506) 862-0910,Province of New Brunswick
412,I-PLAY ATHLETICS,Part-time Centre,School-age,60.0,N,N,Y,Day Care,77 Hildegard Drive Moncton E1G 0Z6 (506) 381-7119,Province of New Brunswick
413,ISLAND VIEW SCHOOL COMMUNITY CENTRE,Part-time Centre,School-age,51.0,N,N,Y,Day Care,496 Ridge Row Saint John E2M 4A1 (506) 674-2095,Province of New Brunswick
414,JANIE'S AFTERSCHOOL PROGRAM,Part-time Centre,School-age,52.0,N,N,Y,Day Care,372 Hampton Road Quispamsis E2E 4T8 (506) 847-2646,Province of New Brunswick
415,JANIE'S KID ZONE INC.,Full-time Centre,"Infant, Preschool",60.0,Y,Y,N,Day Care,301 Hampton Road Quispamsis E2E 4N1 (506) 849-0123,Province of New Brunswick
416,JD Tae Kwon Do,Part-time Centre,School-age,60.0,N,N,Y,Day Care,445 Elmwood Drive Moncton E1A 2X2 (506) 860-7215,Province of New Brunswick
417,JENNY BEAR DAYCARE,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,50 Courteney Street Moncton E1C 9L2 (506) 232-4950,Province of New Brunswick
418,Jilly Beans Day Care,Full-time Centre,"Preschool, School-age",45.0,N,Y,Y,Day Care,37 Michael Avenue Hanwell E3C 2A5 (506) 455-2231,Province of New Brunswick
419,Jodi McArthurs Home Day Care,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,15 Grand Pass Court Douglas E3G 7X3,Province of New Brunswick
420,JOY Preschool,Part-time Centre,Preschool,20.0,N,Y,N,Day Care,349 Main Street Hartland E7P 2N1 (506) 375-4302,Province of New Brunswick
421,JUMPIN JAX DAYCARE,Home,"Preschool, School-age",6.0,N,Y,Y,Home,160 Shannon Drive Moncton E1G 2G6 (506) 204-2032,Province of New Brunswick
422,Jungle Tales Daycare,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,208 Garden Grove Road Lincoln E3B 7G8 (506) 260-5246,Province of New Brunswick
423,JUST FOR BIG KIDZ AFTER SCHOOL PROGRAM,Part-time Centre,"Preschool, School-age",35.0,N,Y,Y,Day Care,12 Princess Street Street St Stephen E3L 2E4 (506) 465-8484,Province of New Brunswick
424,JUST FOR KIDZ CHILD DEVELOPMENT CENTRE,Full-time Centre,"Infant, Preschool, School-age",43.0,Y,Y,Y,Day Care,14 Porter Street St. Stephen E3L 2M7 (506) 465-8484,Province of New Brunswick
425,JUST KIDS DAYCARE CENTRE,Full-time Centre,"Preschool, School-age",60.0,N,Y,Y,Day Care,296 Radio Street Miramichi E1V 2W5 (506) 622-3041,Province of New Brunswick
426,KACIE'S EARLY LEARNING CHILDCARE CENTRE INC,Full-time Centre,"Infant, Preschool",54.0,Y,Y,N,Day Care,4 Chipman Street Miramichi E1V 7M6 (506) 773-5437,Province of New Brunswick
427,Karabear's Childcare,Home,School-age,9.0,N,N,Y,Home,119 Gilbert Drive Burton E2V 0B2 (506) 292-9047,Province of New Brunswick
428,KAREN'S LEARNING CENTER,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,91 Queen Mary Road Moncton E1A 3P4 (506) 859-2491,Province of New Brunswick
429,KARLIE'S AFTER SCHOOL CLUB,Full-time Centre,"Preschool, School-age",60.0,N,Y,Y,Day Care,285 Campbell Street Miramichi E1V 1R4 (506) 773-5437,Province of New Brunswick
430,Katie Bee's Children's Center,Full-time Centre,"Infant, Preschool",33.0,Y,Y,N,Day Care,200 Crocks Point Road Keswick Ridge E6L 1T5 (506) 363-5537,Province of New Brunswick
431,Katie Bee's Children's Center II,Full-time Centre,"Preschool, School-age",53.0,N,Y,Y,Day Care,18 616 Highway Keswick Ridge E6L 1R6 (506) 363-5537,Province of New Brunswick
432,KID ZONE 3,Part-time Centre,School-age,55.0,N,N,Y,Day Care,187 Pettingill Road Quispamsis E2E 3S8 (506) 849-0123,Province of New Brunswick
433,KID ZONE K-PARK AFTER SCHOOL PROGRAM,Part-time Centre,School-age,45.0,N,N,Y,Day Care,10 Broadway Street Rothesay E2H 1B2 (506) 849-0123,Province of New Brunswick
434,KID ZONE LAKEFIELD AFTER SCHOOL PROGRAM,Part-time Centre,School-age,42.0,N,N,Y,Day Care,9 Kensington Avenue Quispamsis E2E 2T8 (506) 849-0123,Province of New Brunswick
435,KID ZONE TOO!,Part-time Centre,"Preschool, School-age",47.0,N,Y,Y,Day Care,15 Sugarmaple Lane Quispamsis E2E 4N2 (506) 849-0123,Province of New Brunswick
436,KIDDIE COVE PRESCHOOL AND DAYCARE,Full-time Centre,"Preschool, School-age",36.0,N,Y,Y,Day Care,1722 774 Route Wilsons Beach E5E 1K7 (506) 752-7000,Province of New Brunswick
437,Kids Come 1st,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,49 Knowlton Crescent Oromocto E2V 4T1 (506) 357-5262,Province of New Brunswick
438,Kids Kan Afterschool Program,Part-time Centre,School-age,30.0,N,N,Y,Day Care,66 Miramichi Road Oromocto E2V 1S2 (506) 357-5437,Province of New Brunswick
439,Kids Korner/Au Coin Des Petits,Full-time Centre,"Preschool, School-age",41.0,N,Y,Y,Day Care,558 King Avenue Bathurst E2A 1P7 (506) 548-0440,Province of New Brunswick
440,Kids Korral Day Care,Full-time Centre,"Infant, Preschool",49.0,Y,Y,N,Day Care,55 Corbett Avenue Fredericton E3A 3X3 (506) 472-1268,Province of New Brunswick
441,Kids Korral Day Care After School Club,Part-time Centre,School-age,47.0,N,N,Y,Day Care,55 Corbett Avenue Fredericton E3A 3X3,Province of New Brunswick
442,Kidz K'nect Afterschool,Part-time Centre,School-age,30.0,N,N,Y,Day Care,101 George Street Fredericton E3B 1J2 (506) 470-5241,Province of New Brunswick
443,KIDZONE,Full-time Centre,"Preschool, School-age",30.0,N,Y,Y,Day Care,2051 Mountain Road Moncton E1G 1B1 (506) 383-8682,Province of New Brunswick
444,Kinderland Daycare Centre,Full-time Centre,"Preschool, School-age",40.0,N,Y,Y,Day Care,170 Canada Street Fredericton E3A 3Z8 (506) 453-0193,Province of New Brunswick
445,Kinderland Infant Care,Full-time Centre,Infant,9.0,Y,N,N,Day Care,168 Canada Street Fredericton E3A 3Z8 (506) 453-0193,Province of New Brunswick
446,KINDERTOTS AFTER SCHOOL PROGRAM,Part-time Centre,School-age,45.0,N,N,Y,Day Care,24 Nordin Lane Miramichi E1V 5N2 (506) 622-4992,Province of New Brunswick
447,KINDERTOTS AFTER SCHOOL TOO,Part-time Centre,"Preschool, School-age",30.0,N,Y,Y,Day Care,12 Howard Street Miramichi E1N 0C4 (506) 210-2442,Province of New Brunswick
448,KINDERTOTS CHILDREN'S CENTRE,Full-time Centre,"Infant, Preschool",60.0,Y,Y,N,Day Care,122 Hutchison Drive Miramichi E1V 6B2 (506) 778-3936,Province of New Brunswick
449,KINGS VALLEY EARLY EDUCATION CENTRE I,Full-time Centre,"Infant, Preschool",56.0,Y,Y,N,Day Care,332 Hampton Road Quispamsis E2E 4S9 (506) 847-5343,Province of New Brunswick
450,KINGS VALLEY EARLY EDUCATION CENTRE II,Full-time Centre,"Preschool, School-age",60.0,N,Y,Y,Day Care,332 Hampton Road Quispamsis E2E 4S9 (506) 847-5343,Province of New Brunswick
