,name,ages,infant,toddler,school_age,full_address,province,city,provider
1656,Before And After School Program - Kinghurst Community School,Schoolage,N,N,Y,1st Avenue North Chesley ON,Ontario,Chesley,GoDayCare.com
1657,Chesley Nursery School,Preschool,N,Y,N,59 3rd Street S.W. Chesley ON,Ontario,Chesley,GoDayCare.com
1658,Happy Face Nursery School,Preschool,N,Y,N,P.o. Box 448 Chesterville ON,Ontario,Chesterville,GoDayCare.com
1659,Wendy's Little Wonders,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Armstrong Place Chesterville ON,Ontario,Chesterville,GoDayCare.com
1660,Whitney's Growing Minds Childcare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Howard Street Chesterville ON,Ontario,Chesterville,GoDayCare.com
1661,Beausoleil First Nation - Christian Island Latchkey,Schoolage,N,N,Y,69A Kate Kegwin Street Christian Island ON,Ontario,Christian Island,GoDayCare.com
1662,Adair's Chip And Dale Day Nursery,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,5065 Old Brock Road North Claremont ON,Ontario,Claremont,GoDayCare.com
1663,Garderie Ste-F̩licit̩,Toddler Schoolage,N,Y,Y,1647 Rue Landry Clarence Creek ON,Ontario,Clarence Creek,GoDayCare.com
1664,Ladybug Daycare,Infant Toddler Preschool,Y,Y,N,Landry Street Clarence Creek ON,Ontario,Clarence Creek,GoDayCare.com
1665,Garderie Le Carrousel,Toddler Preschool,N,Y,N,1560 Rue Laurier Clarence-Rockland ON,Ontario,Clarence-rockland,GoDayCare.com
1666,Garderie Parascolaire Carrefour-Jeunesse,Kindergarten Schoolage,N,Y,Y,927 Rue St. Jean Clarence-Rockland ON,Ontario,Clarence-rockland,GoDayCare.com
1667,Julie's DayCare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Albert Street Clarence-Rockland ON,Ontario,Clarence-rockland,GoDayCare.com
1668,Rockland Public School Daycare,Kindergarten Schoolage,N,Y,Y,999 Giroux Clarence-Rockland ON,Ontario,Clarence-rockland,GoDayCare.com
1669,St. Patrick's School Age Day Care Centre,Kindergarten Schoolage,N,Y,Y,1001 Promenade H̩ritage Clarence-Rockland ON,Ontario,Clarence-rockland,GoDayCare.com
1670,Tiny Hoppers Rockland,Toddler Preschool Schoolage,N,Y,Y,2768 Laurier St Clarence-Rockland ON,Ontario,Clarence-rockland,GoDayCare.com
1671,Clifford Cooperative Nursery School,Preschool,N,Y,N,17 Allan Street E Clifford ON,Ontario,Clifford,GoDayCare.com
1672,Clinton Co-Operative Childcare Centre,Toddler Preschool Schoolage,N,Y,Y,165 Princess Street Clinton ON,Ontario,Clinton,GoDayCare.com
1673,ST. JOSEPH'S BEST START,Kindergarten Schoolage,N,Y,Y,297 Smith St. N. Clinton ON,Ontario,Clinton,GoDayCare.com
1674,Tuckersmith Day Nursery,Toddler Preschool Schoolage,N,Y,Y,26 Toronto Blvd Clinton ON,Ontario,Clinton,GoDayCare.com
1675,Cobalt St. Patrick School Early Learning Program,Preschool,N,Y,N,119 Lang Street Cobalt ON,Ontario,Cobalt,GoDayCare.com
1676,C.r. Gummow YMCA Child Care,Toddler Preschool Schoolage,N,Y,Y,287 Gravely Street Cobourg ON,Ontario,Cobourg,GoDayCare.com
1677,Cobourg Day Care,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,325 Alexander Drive Cobourg ON,Ontario,Cobourg,GoDayCare.com
1678,Cobourg YMCA Child Care,Preschool,N,Y,N,339 Elgin Street West Cobourg ON,Ontario,Cobourg,GoDayCare.com
1679,Cook's Home Child Care Agency,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,172 Queen Street Cobourg ON,Ontario,Cobourg,GoDayCare.com
1680,Escuelita Home Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,County Rd 45 Cobourg ON,Ontario,Cobourg,GoDayCare.com
1681,Junior Set Nursery School,Preschool,N,Y,N,326 Ball Street Cobourg ON,Ontario,Cobourg,GoDayCare.com
1682,Shirley's Home Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,89 Darcy Street Cobourg ON,Ontario,Cobourg,GoDayCare.com
1683,St. Joseph's YMCA Child Care - Northumberland,Kindergarten Preschool,N,Y,N,919 D'Arcy Street North Cobourg ON,Ontario,Cobourg,GoDayCare.com
1684,St. Peter's Pre-School Learning Centre,Preschool,N,Y,N,240 College Street Cobourg ON,Ontario,Cobourg,GoDayCare.com
1685,Terry Fox YMCA Child Care,Preschool Schoolage,N,Y,Y,1065 Riddell Avenue Cobourg ON,Ontario,Cobourg,GoDayCare.com
1686,Cochrane Child Care Centre,Toddler Kindergarten Preschool Schoolage,N,Y,Y,435 Tenth Street Cochrane ON,Ontario,Cochrane,GoDayCare.com
1687,Garderie Clin D'oeil - Cochrane,Toddler Kindergarten Preschool Schoolage,N,Y,Y,399 8i̬me rue Cochrane ON,Ontario,Cochrane,GoDayCare.com
1688,Coe Hill Public School Best Start Site,Kindergarten,N,Y,N,2149 Highway 620 Coe Hill ON,Ontario,Coe Hill,GoDayCare.com
1689,Kyra's Home Daycare,Kindergarten Schoolage,N,Y,Y,Burham Ave Colborne ON,Ontario,Colborne,GoDayCare.com
1690,Little Sprouts At Evergreen,Kindergarten Schoolage,N,Y,Y,176 Elm Street Colborne ON,Ontario,Colborne,GoDayCare.com
1691,A Place To Grow,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,west street Coldwater ON,Ontario,Coldwater,GoDayCare.com
1692,Buzzy Beez Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,John street Coldwater ON,Ontario,Coldwater,GoDayCare.com
1693,Coldwater Cooperative Nursery School,Preschool,N,Y,N,20 Gray Street Coldwater ON,Ontario,Coldwater,GoDayCare.com
1694,Daphne's,Toddler Preschool,N,Y,N,Harriet Street Coldwater ON,Ontario,Coldwater,GoDayCare.com
1695,Elmo's Playhouse,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,223 Medonte Road 2 R. R. #2 Coldwater ON,Ontario,Coldwater,GoDayCare.com
1696,Home Care - Alternate-Sick Daycare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,Harriet Street Coldwater ON,Ontario,Coldwater,GoDayCare.com
1697,Lisa O'Hara's Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,5 Bush Street Coldwater ON,Ontario,Coldwater,GoDayCare.com
1698,Collingwood's Little People's Day Care Centre,Toddler Preschool,N,Y,N,325 Hurontario Street Collingwood ON,Ontario,Collingwood,GoDayCare.com
1699,Little Bear's Christian Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,20 Courtice Crescent Collingwood ON,Ontario,Collingwood,GoDayCare.com
1700,Little House Montessori,Toddler Kindergarten Preschool Schoolage,N,Y,Y,140 Maple Street Collingwood ON,Ontario,Collingwood,GoDayCare.com
1701,Little Wonders,Toddler Kindergarten Preschool Schoolage,N,Y,Y,Davis St Collingwood ON,Ontario,Collingwood,GoDayCare.com
1702,Maclean Home Daycare,Infant Toddler Preschool,Y,Y,N,Maclean Ave. COllingwood ON,Ontario,Collingwood,GoDayCare.com
1703,Maple Lane Nursery School,Preschool,N,Y,N,28 Tracey Lane Collingwood ON,Ontario,Collingwood,GoDayCare.com
1704,Tots 'n' Tykes Child Care Centre,Toddler Preschool,N,Y,N,60 Ninth Street Collingwood ON,Ontario,Collingwood,GoDayCare.com
1705,YMCA School Age - Admiral Collingwood Elementary School,Schoolage,N,N,Y,15 Dey Drive Collingwood ON,Ontario,Collingwood,GoDayCare.com
1706,YMCA School Age - Cameron Street Public School,Schoolage,N,N,Y,575 Cameron Street Collingwood ON,Ontario,Collingwood,GoDayCare.com
1707,YMCA School Age - Connaught Public School,Schoolage,N,N,Y,301 Peel Street Collingwood ON,Ontario,Collingwood,GoDayCare.com
1708,Dee's Daycare,Infant Toddler Preschool,Y,Y,N,New Seabury Drive Concord ON,Ontario,Concord,GoDayCare.com
1709,Glen Shields Co-Operative Nursery School,Preschool,N,Y,N,7894 Dufferin Street Concord ON,Ontario,Concord,GoDayCare.com
1710,Harmonie Montessori School,Toddler Kindergarten Preschool Schoolage,N,Y,Y,545 Rivermede Road Concord ON,Ontario,Concord,GoDayCare.com
1711,Little HandsAt Play Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,411 Confederation Parkway Concord ON,Ontario,Concord,GoDayCare.com
1712,Mini-Mozart Home Daycare,Infant Toddler Kindergarten Preschool,Y,Y,N,Forest run blv Concord ON,Ontario,Concord,GoDayCare.com
1713,North Hill Private School,Toddler Preschool,N,Y,N,9050 Dufferin Street Concord ON,Ontario,Concord,GoDayCare.com
1714,St Joseph The Worker Child Care Centre,Kindergarten Preschool Schoolage,N,Y,Y,206 Glen Shields Avenue Concord ON,Ontario,Concord,GoDayCare.com
1715,St. Joseph The Worker Child Care Centre,Toddler Preschool Schoolage,N,Y,Y,206 Glen Shields Avenue Concord ON,Ontario,Concord,GoDayCare.com
1716,ABC Daycare,Toddler Kindergarten Preschool,N,Y,N,Caruso st Coniston ON,Ontario,Coniston,GoDayCare.com
1717,Babies And Bears Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,65 Fourth ave Coniston ON,Ontario,Coniston,GoDayCare.com
1718,Garderie Touche-̀-Tout - Les Petits Chevaliers De La Garderie Touche-̀-Tout,Toddler Preschool Schoolage,N,Y,Y,2 Edward Avenue Coniston ON,Ontario,Coniston,GoDayCare.com
1719,Teddy Bear Day Care - St. Paul Site,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,1 Edward Street N. Coniston ON,Ontario,Coniston,GoDayCare.com
1720,Lily Bugs Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,10 division blvd Consecon ON,Ontario,Consecon,GoDayCare.com
1721,Five Little Monkeys Childcare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,11th Line Cookstown ON,Ontario,Cookstown,GoDayCare.com
1722,Rebecca's Home Away From Home Childcare!,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,wellington st Cookstown ON,Ontario,Cookstown,GoDayCare.com
1723,Snuggle Bear Daycare,Infant Toddler Preschool,Y,Y,N,elizabeth street Cookstown ON,Ontario,Cookstown,GoDayCare.com
1724,TipToes Family Childcare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,14th Line Cookstown ON,Ontario,Cookstown,GoDayCare.com
1725,Copper Cliff Pre-School Program,Preschool,N,Y,N,50 School Road Copper Cliff ON,Ontario,Copper Cliff,GoDayCare.com
1726,Kiddie Copper Day Care,Infant Toddler Kindergarten Preschool,Y,Y,N,Copper Cliff Copper Cliff ON,Ontario,Copper Cliff,GoDayCare.com
1727,Walden Day Care Centre,Preschool Schoolage,N,Y,Y,50 School Street Copper Cliff ON,Ontario,Copper Cliff,GoDayCare.com
1728,A Child's Secret Garden,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,146 Chevrier Avenue Cornwall ON,Ontario,Cornwall,GoDayCare.com
1729,Centre ̉ducatif 'la Nativit̩',Infant Toddler Preschool,Y,Y,N,146 Rue Chevrier Cornwall ON,Ontario,Cornwall,GoDayCare.com
1730,Centre ̉ducatif Horizon-Jeunesse,Preschool Schoolage,N,Y,Y,780 Rue Sydney Cornwall ON,Ontario,Cornwall,GoDayCare.com
1731,Centre ̉ducatif Notre-Dame,Toddler Kindergarten Preschool Schoolage,N,Y,Y,420 Rue 15i̬me Ouest Cornwall ON,Ontario,Cornwall,GoDayCare.com
1732,Centre ̉ducatif Rose Des Vents,Preschool,N,Y,N,1650 2e Rue Est Cornwall ON,Ontario,Cornwall,GoDayCare.com
1733,Free To Become Before And After School Program,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,200 Amelia Street Cornwall ON,Ontario,Cornwall,GoDayCare.com
1734,Kinderhouse Child Care Centre,Toddler Preschool,N,Y,N,581 Cheryl St. Cornwall ON,Ontario,Cornwall,GoDayCare.com
1735,Le Petit Soleil Bilingual Home Child Care,Infant Toddler Kindergarten Preschool,Y,Y,N,Donald Ave Cornwall ON,Ontario,Cornwall,GoDayCare.com
1736,Richelieu Day Care,Toddler Preschool,N,Y,N,305 York St Cornwall ON,Ontario,Cornwall,GoDayCare.com
1737,River Front School Age Program,Toddler Preschool Schoolage,N,Y,Y,1810 Montreal Road Cornwall ON,Ontario,Cornwall,GoDayCare.com
1738,ST. JOSEPH'S CHILD CARE CENTRE,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,535 Birchbank Drive Corunna ON,Ontario,Corunna,GoDayCare.com
1739,Sunshine Corner Nursery School And Day Care,Preschool Schoolage,N,Y,Y,249 Clairwood Crescent Corunna ON,Ontario,Corunna,GoDayCare.com
1740,Once Upon A Time Child Care Centre,Infant Toddler Preschool Schoolage,Y,Y,Y,122 Fox Street Cottam ON,Ontario,Cottam,GoDayCare.com
1741,Once Upon A Time Child Care Centre,Toddler Preschool Schoolage,N,Y,Y,302 County Road 27 Cottam ON,Ontario,Cottam,GoDayCare.com
1742,Angelas Before And After School Care,Schoolage,N,N,Y,simnick cres Courtice ON,Ontario,Courtice,GoDayCare.com
1743,Anny's Home Child Care,Toddler Preschool,N,Y,N,Glenabbey Dr Courtice ON,Ontario,Courtice,GoDayCare.com
1744,Before And After School Care,Kindergarten Schoolage,N,Y,Y,24 Bathgate Crescent Courtice ON,Ontario,Courtice,GoDayCare.com
1745,Clarington Kids,Infant Toddler Preschool Schoolage,Y,Y,Y,2950 Courtice Road North Courtice ON,Ontario,Courtice,GoDayCare.com
1746,Daycare Closed,Infant Toddler Preschool Schoolage,Y,Y,Y,Hearthstone Cres Courtice ON,Ontario,Courtice,GoDayCare.com
1747,Dr. Emily Stowe Child Care Centre,Preschool Schoolage,N,Y,Y,71A Sandringham Drive Courtice ON,Ontario,Courtice,GoDayCare.com
1748,Dr. G.j. Macgillivray YMCA Schoolage Program,Toddler Preschool Schoolage,N,Y,Y,75 Meadowglade Road Courtice ON,Ontario,Courtice,GoDayCare.com
1749,Good Shepherd School Age Program,Toddler Preschool Schoolage,N,Y,Y,20 Farmington Drive Courtice ON,Ontario,Courtice,GoDayCare.com
1750,Grow With Me Daycare,Toddler Preschool,N,Y,N,Alderbrook Courtice ON,Ontario,Courtice,GoDayCare.com
1751,Happy Hippo Childcare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Eastfield Cres Courtice ON,Ontario,Courtice,GoDayCare.com
1752,LORI'S DAY CARE,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,191 TALBOT RD COURTLAND Courtland ON,Ontario,Courtland,GoDayCare.com
1753,Safe Clean And Loving!,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,116 Templeton Courtright ON,Ontario,Courtright,GoDayCare.com
1754,Teddy Bears Picnic Children's Centre,Toddler Kindergarten Preschool Schoolage,N,Y,Y,6 Elizabeth Street East Creemore ON,Ontario,Creemore,GoDayCare.com
1755,Andrea's Daycare,Kindergarten Preschool Schoolage,N,Y,Y,Pleasant st Crysler ON,Ontario,Crysler,GoDayCare.com
1756,Daycare,Kindergarten Preschool Schoolage,N,Y,Y,Crysler Crysler ON,Ontario,Crysler,GoDayCare.com
1757,Line's Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Champagne Ext Crysler ON,Ontario,Crysler,GoDayCare.com
1758,Sue's Home Daycare,Infant Toddler Preschool,Y,Y,N,Princess Street Crysler ON,Ontario,Crysler,GoDayCare.com
1759,Ashley's Daycare,Infant Toddler,Y,Y,N,Fairfield Ave Crystal Beach ON,Ontario,Crystal Beach,GoDayCare.com
1760,Crystal Beach Childcare,Preschool Schoolage,N,Y,Y,145 Derby Road Crystal Beach ON,Ontario,Crystal Beach,GoDayCare.com
1761,Fort Erie YMCA - St. George,Kindergarten Schoolage,N,Y,Y,3800 Wellington Road Crystal Beach ON,Ontario,Crystal Beach,GoDayCare.com
1762,Mom's Care,Toddler Kindergarten Preschool,N,Y,N,150 Derby Road Crystal Beach ON,Ontario,Crystal Beach,GoDayCare.com
1763,Just Like Home Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,1213 arbuste ave Cumberland ON,Ontario,Cumberland,GoDayCare.com
1764,"La Coccinelle, Arc-En-Ciel",Kindergarten Preschool Schoolage,N,Y,Y,1830 Promenade Portobello Cumberland ON,Ontario,Cumberland,GoDayCare.com
1765,Orleans Montessori Children's House,Preschool,N,Y,N,1212 Arbuste Avenue Cumberland ON,Ontario,Cumberland,GoDayCare.com
1766,Cumberland Beach Daycare,Infant Toddler Kindergarten Preschool,Y,Y,N,3388 Lee Ave Cumberland Beach ON,Ontario,Cumberland Beach,GoDayCare.com
1767,Children's Junction,Toddler Kindergarten Preschool Schoolage,N,Y,Y,51 Poplar Street Deep River ON,Ontario,Deep River,GoDayCare.com
1768,Deep River Nursery School Cooperative,Preschool,N,Y,N,1 Brockhouse Way Deep River ON,Ontario,Deep River,GoDayCare.com
1769,Children's Laugh And Learn Day Care Of Delhi,Preschool,N,Y,N,144 Western Avenue Delhi ON,Ontario,Delhi,GoDayCare.com
1770,Delhi Daycare,Infant Toddler Preschool,Y,Y,N,2066 hwy 3 delhi ON,Ontario,Delhi,GoDayCare.com
1771,Diane Bilingual Daycare Services,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Hwy 3 delhi Delhi ON,Ontario,Delhi,GoDayCare.com
1772,Happy Hearts Home Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Talbot Rd Delhi ON,Ontario,Delhi,GoDayCare.com
1773,Lisa's Home Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,236 Harris St. Delhi ON,Ontario,Delhi,GoDayCare.com
1774,Shell's Daycare,Infant Toddler Preschool,Y,Y,N,wintergreen Delhi ON,Ontario,Delhi,GoDayCare.com
1775,Teenies Tots Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Connaught st Delhi ON,Ontario,Delhi,GoDayCare.com
1776,Abigail's Best Start Program,Kindergarten Schoolage,N,Y,Y,385 Stanley Street Deseronto ON,Ontario,Deseronto,GoDayCare.com
1777,Close To Home Child And Family Care Centre,Toddler Preschool Schoolage,N,Y,Y,309 Main Street Deseronto ON,Ontario,Deseronto,GoDayCare.com
1778,Eksa O'Kon:A' Child Care Centre,Kindergarten Preschool Schoolage,N,Y,Y,R.R.#1 Deseronto ON,Ontario,Deseronto,GoDayCare.com
1779,Just Like Home,Toddler Preschool,N,Y,N,Pearl Street Deseronto ON,Ontario,Deseronto,GoDayCare.com
1780,Tahatikonhsotontie Head Start,Preschool,N,Y,N,9 Deserontyon Drive Deseronto ON,Ontario,Deseronto,GoDayCare.com
1781,Country View Child Care Centre,Toddler Preschool Schoolage,N,Y,Y,195 Highway 613 North Devlin ON,Ontario,Devlin,GoDayCare.com
1782,"Little Hands, Big Hearts Childcare",Infant Toddler Preschool,Y,Y,N,Cassandra Boulevard Don Mills ON,Ontario,Don Mills,GoDayCare.com
1783,CHRISTIAN KID'S CLUB NURSERY SCHOOL,Preschool,N,Y,N,4100 Catherine Street Dorchester ON,Ontario,Dorchester,GoDayCare.com
1784,Dorchester Child Care,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Village Gate Crescent Dorchester ON,Ontario,Dorchester,GoDayCare.com
1785,Dorchester Co-Operative Nursery School,Preschool,N,Y,N,4065 Catherine Street E. Dorchester ON,Ontario,Dorchester,GoDayCare.com
1786,Gisele's Home Childcare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,queen st Dorchester ON,Ontario,Dorchester,GoDayCare.com
1787,Kinder Kollege,Toddler Kindergarten Preschool Schoolage,N,Y,Y,26 Fox Hollow Drive Dorchester ON,Ontario,Dorchester,GoDayCare.com
1788,London Children's Connection,Toddler Preschool Schoolage,N,Y,Y,3966 Catherine Street Dorchester ON,Ontario,Dorchester,GoDayCare.com
1789,Seafield Day Nursery,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,100 Yorkgate Blvd. Downsview ON,Ontario,Downsview,GoDayCare.com
1790,Home Away From Home Daycare,Infant Toddler,Y,Y,N,65 Wood St Drayton ON,Ontario,Drayton,GoDayCare.com
1791,Mapleton Preschool,Preschool,N,Y,N,35 High Street Drayton ON,Ontario,Drayton,GoDayCare.com
1792,Dresden Co-Op Nursery School,Preschool,N,Y,N,187 Brown Street Dresden ON,Ontario,Dresden,GoDayCare.com
1793,Lambton Rural Child Care,Kindergarten,N,Y,N,10923 Countryview Line Dresden ON,Ontario,Dresden,GoDayCare.com
1794,Lambton Rural Child Care,Kindergarten,N,Y,N,941 North Street Dresden ON,Ontario,Dresden,GoDayCare.com
1795,Lambton Rural Child Care,Preschool,N,Y,N,4587 Bentpath Line Dresden ON,Ontario,Dresden,GoDayCare.com
1796,Dryden Child Care Program,Infant Toddler Preschool Schoolage,Y,Y,Y,113 Albert St. Dryden ON,Ontario,Dryden,GoDayCare.com
1797,Dryden Nursery School Cooperative,Preschool,N,Y,N,91 Rourke Ave. Dryden ON,Ontario,Dryden,GoDayCare.com
1798,K.p. Best Start,Kindergarten Schoolage,N,Y,Y,289 Wice Road Dryden ON,Ontario,Dryden,GoDayCare.com
1799,Pinewood Kid's Connection,Kindergarten Schoolage,N,Y,Y,289 Wice Road Dryden ON,Ontario,Dryden,GoDayCare.com
1800,Riverview Kid's Connection,Kindergarten Schoolage,N,Y,Y,20 Davis St. Dryden ON,Ontario,Dryden,GoDayCare.com
1801,St. Joseph's Best Start,Kindergarten Schoolage,N,Y,Y,185 Parkdale Rd. Dryden ON,Ontario,Dryden,GoDayCare.com
1802,BEST START PROGRAM - ST. PATRICK'S SCHOOL,Kindergarten Schoolage,N,Y,Y,94 Mill Street Dublin ON,Ontario,Dublin,GoDayCare.com
1803,Garderie Educative Du Dubreuilville,Preschool,N,Y,N,120 Magpie Dubreuilville ON,Ontario,Dubreuilville,GoDayCare.com
1804,Kids 'N Us Child Care,Infant Toddler Preschool Schoolage,Y,Y,Y,251 Young Street Dundalk ON,Ontario,Dundalk,GoDayCare.com
1805,Acon Academy,Infant Toddler Preschool,Y,Y,N,20 Grant Blvd. Dundas ON,Ontario,Dundas,GoDayCare.com
1806,Amy's Daycare,Infant Toddler Preschool,Y,Y,N,Hunter Dundas ON,Ontario,Dundas,GoDayCare.com
1807,Cherry Grove Child Care,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Millgrove Sideroad Dundas ON,Ontario,Dundas,GoDayCare.com
1808,Dundas Daycare,Infant Toddler,Y,Y,N,252 Govenors Rd Dundas ON,Ontario,Dundas,GoDayCare.com
1809,Dundas Valley Co-op Preschool,Preschool,N,Y,N,1 Lynndale Drive Dundas ON,Ontario,Dundas,GoDayCare.com
1810,Dundas Valley Montessori School,Preschool,N,Y,N,108 Park Street West Dundas ON,Ontario,Dundas,GoDayCare.com
1811,Kate's Home Daycare,Infant Toddler Preschool,Y,Y,N,20 Hope st dundas ON,Ontario,Dundas,GoDayCare.com
1812,Laura's Daycare,Infant Toddler Kindergarten Preschool,Y,Y,N,McKay Rd Dundas ON,Ontario,Dundas,GoDayCare.com
1813,Lots Of Laughs,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Carolin Court Dundas ON,Ontario,Dundas,GoDayCare.com
1814,Michelle Wilson's Daycare,Infant Toddler Preschool Schoolage,Y,Y,Y,Creighton Rd Dundas ON,Ontario,Dundas,GoDayCare.com
1815,Children's Learning Workshop,Preschool,N,Y,N,223 Lock Street West Dunnville ON,Ontario,Dunnville,GoDayCare.com
1816,Little People's Academy,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,254 Robinson Road Dunnville ON,Ontario,Dunnville,GoDayCare.com
1817,"Ready, Set, School",Preschool,N,Y,N,121 Alder Street Dunnville ON,Ontario,Dunnville,GoDayCare.com
1818,Durham Nursery School,Toddler Preschool,N,Y,N,185 George Street West Durham ON,Ontario,Durham,GoDayCare.com
1819,Kids 'N Us Child Care,Toddler Preschool Schoolage,N,Y,Y,575 Saddler Street East Durham ON,Ontario,Durham,GoDayCare.com
1820,Dutton Co-Operative Child Care,Kindergarten Schoolage,N,Y,Y,239 Miller Street Dutton ON,Ontario,Dutton,GoDayCare.com
1821,Dutton Co-Operative Child Care,Infant Toddler Preschool,Y,Y,N,3 Lions Road Dutton ON,Ontario,Dutton,GoDayCare.com
1822,Irwin Memorial After School Program,Kindergarten Schoolage,N,Y,Y,1011 Dwighrt Bay Road Dwight ON,Ontario,Dwight,GoDayCare.com
1823,Child's View Day Nursery,Preschool,N,Y,N,43 Balsam Ave. So. Ear Falls ON,Ontario,Ear Falls,GoDayCare.com
1824,Garderie Abc,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,10e Rue Ouest Earlton ON,Ontario,Earlton,GoDayCare.com
1825,Charlene's Home Childcare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,"Mount Albert Road, Sharon east gwillimbury ON",Ontario,East Gwillimbury,GoDayCare.com
1826,L'AFRYmousse,Toddler Kindergarten Preschool Schoolage,N,Y,Y,19300 Second Concession East Gwillimbury ON,Ontario,East Gwillimbury,GoDayCare.com
1827,Saide's Home Daycare,Infant Toddler,Y,Y,N,87 Thatcher Crescent East Gwillimbury ON,Ontario,East Gwillimbury,GoDayCare.com
1828,Cathy's Home Daycare,Infant Toddler,Y,Y,N,Peard Road East York ON,Ontario,East York,GoDayCare.com
1829,Dawn's Home Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,75 Halsey Ave apt 611 East York ON,Ontario,East York,GoDayCare.com
1830,Love And Learn Daycare,Infant Toddler Preschool,Y,Y,N,woodbine ave East York ON,Ontario,East York,GoDayCare.com
1831,Rocio's Daycare,Infant Toddler Kindergarten Preschool,Y,Y,N,Coleridge Ave. East York ON,Ontario,East York,GoDayCare.com
1832,Shannon's Home Daycare,Infant Toddler Preschool,Y,Y,N,St. Clair Ave E East York ON,Ontario,East York,GoDayCare.com
1833,Teresa's Home Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,85 Galbraith Ave. East York ON,Ontario,East York,GoDayCare.com
1834,"Victoria Education Centre, Montessori Child Care - East York",Toddler Kindergarten Preschool,N,Y,N,1038 Woodbine Avenue East York ON,Ontario,East York,GoDayCare.com
1835,Child Care Algoma,Toddler Preschool,N,Y,N,290 Church Street Echo Bay ON,Ontario,Echo Bay,GoDayCare.com
1836,Jody's Private Home Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,John Street Eganville ON,Ontario,Eganville,GoDayCare.com
1837,Ketcha Star Day Care,Kindergarten Preschool Schoolage,N,Y,Y,64 Maple Street Eganville ON,Ontario,Eganville,GoDayCare.com
1838,Li'l Apples Acres Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,675 Royal Pines Road Eganville ON,Ontario,Eganville,GoDayCare.com
1839,Lisa Agnew's Home Child Care,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Wellington St Eganville ON,Ontario,Eganville,GoDayCare.com
1840,Robin's Home Child Care,Infant Toddler,Y,Y,N,Queen Eganville ON,Ontario,Eganville,GoDayCare.com
1841,Elgin And District Cooperative Nursery School,Preschool,N,Y,N,77 Main Street Elgin ON,Ontario,Elgin,GoDayCare.com
1842,Claire Dimock Children's Centre,Infant Toddler Preschool Schoolage,Y,Y,Y,12 Westhill Road Elliot Lake ON,Ontario,Elliot Lake,GoDayCare.com
1843,Garderie Des Petits Amis,Infant Toddler Preschool Schoolage,Y,Y,Y,140 Hillside Dr. N. Elliot Lake ON,Ontario,Elliot Lake,GoDayCare.com
