,name,source_full_address,full_address,street_number,street_name,unit,city,province,provider
37873,Centre De La Petite Enfance L'Univers De Mamuse Et MÃ©duque,2855 Monseigneur-Saint-Arnaud Trois-RiviÃ¨res QC,"2855 Monseigneur Saint Arnaud Trois Riviã¨Res Qc, Canada",,,,Trois-rivieres,Quebec,GoDayCare.com
34291,YMCA Child Care - Parnall,,Nan,507,Geneva Street,,St. Catharines,ON,Province of Ontario
28035,Spring Creek Learn & Play Childcare,,Nan,473,DUNDAS Street,,Waterdown,ON,Province of Ontario
431,Fredericton Early Learning Centre,351 Aberdeen Street Fredericton E3B 1R8 (506) 452-8894,"351 Aberdeen Street Fredericton   452 8894NB, Canada",,,,,,Province of New Brunswick
35766,Crestview Children's Centre,43 Oceanview Drive Bedford NS,43 oceanview drive ,43,oceanview drive,,Bedford,Nova Scotia,GoDayCare.com
11366,WESTLOCK FAMILY DAY HOME AGENCY,10804 101 STREET,10804 101 Street,10804,101 street,,WESTLOCK,,Province of Alberta
35586,York Street Children's Centre Inc.,40 York Street Sackville NB,40 york street ,40,york street,,Sackville,New Brunswick,GoDayCare.com
42722,Boulevard Daycare,112 Prince Rupert Blvd,112 Prince Rupert Blvd,112,prince rupert blvd,,Prince Rupert,,Province of British Columbia
11990,HONEY BUNNY CHRISTIAN DAY CARE,13411 FORT ROAD,13411 Fort Road,13411,fort road,,EDMONTON,,Province of Alberta
7681,ACHIEVE DAYCARE CENTRE,8991 BONAVENTURE DRIVE SE,8991 Bonaventure Drive Se,8991,bonaventure drive se,,CALGARY,,Province of Alberta
23452,LA PETITE RUCHE ENSOLEILÉE,"820, boulevard de la Chapelle","820, Boulevard De La Chapelle",820,boulevard de la chapelle,,Pointe-Calumet,,Province of Quèbec
25955,GARDERIE LES PETITES COLOMBES,"4389, rue Denis-Papin","4389, Rue Denis Papin",4389,rue denis papin,,Saint-Léonard,,Province of Quèbec
16619,LITTLE BEAR DAYHOME AGENCY,1104 - 2 AVENUE SOUTH,1104 2 Avenue South,1104,2 avenue south,,LETHBRIDGE,,Province of Alberta
7911,TARA'S DAYCARE,13227 132 STREET,13227 132 Street,13227,132 street,,EDMONTON,,Province of Alberta
190,Little Jules Day Home,none,None,,,,Yellowknife,,Northwest Territories
40752,Quarterway Childcare Centre,1601 Creekside Dr,1601 Creekside Dr,1601,creekside dr,,Nanaimo,,Province of British Columbia
9105,MINDFUL MOMENTS CHILD ENRICHMENT CENTRE FOR SCHOOL AGE CHILDREN,44/46/48 BRENTWOOD BLVD,44/46/48 Brentwood Blvd,44/46/48,brentwood blvd,,SHERWOOD PARK,,Province of Alberta
8614,PARK MEADOWS CHRISTIAN PLAYSCHOOL,2011 - 15 AVENUE NORTH,2011 15 Avenue North,2011,15 avenue north,,LETHBRIDGE,,Province of Alberta
25355,GARDERIE LE FOU-RIRE INC.,"1250, rue Jean-Talon Est","1250, Rue Jean Talon Est",1250,rue jean talon est,,Montréal,,Province of Quèbec
25590,J'APPRENDS ET M'AMUSE,"2100, rue Tillemont","2100, Rue Tillemont",2100,rue tillemont,,Montréal,,Province of Quèbec
44122,Maurvi Bhatt,"4812 Wright Road, Regina, SK, S4W 0A7",4812 wright road ,4812,wright road,,,,Province of Saskatchewan
6768,KIDS & COMPANY - ST. ALBERT NORTH,110 506B ST. ALBERT TRAIL,110 506B St Albert Trail,110,506b st albert trail,,ST. ALBERT,,Province of Alberta
42300,Metrotown Daycare,7250 Dow Ave,7250 Dow Ave,7250,dow ave,,Burnaby,,Province of British Columbia
7989,OPTIONS ACADEMY OSC,"201, 5637 RIVERBEND ROAD",201 5637 Riverbend Road,201,5637 riverbend road,,EDMONTON,,Province of Alberta
16677,BEE HIVE CHILD CARE CENTER,334 HIGHWAY AVE,334 Highway Ave,334,highway ave,,PICTURE BUTTE,,Province of Alberta
36876,Wee Watch Kleinburg,Forest Drive Kleinburg ON,forest drive ,,,,Kleinburg,Ontario,GoDayCare.com
25713,CPE STE-GERTRUDE - PAVILLON L'ARCHEVÊQUE,"12094, avenue l'Archevêque","12094, Avenue L'Archevêque",12094,avenue l'archevêque,,Montréal-Nord,,Province of Quèbec
7801,DEW DROPS DAYCARE CENTRE CALMAR LTD,4917 50 AVENUE,4917 50 Avenue,4917,50 avenue,,CALMAR,,Province of Alberta
2404,LES PETITS SOLEILS BEFORE & AFTER SCHOOL CARE,271 CONIFER STREET,271 Conifer Street,271,conifer street,,SHERWOOD PARK,,Province of Alberta
16131,NESSIE'S JIGSAW DAYCARE,4707/4709 51 AVENUE,4707/4709 51 Avenue,4707/4709,51 avenue,,LEDUC,,Province of Alberta
36894,Lively Tots -previous Location,Ninth Ave Lively ON,ninth ave ,,,,Lively,Ontario,GoDayCare.com
10261,SHOWER WITH LOVE OUT OF SCHOOL CARE,12115/12119 54 STREET,12115/12119 54 Street,12115/12119,54 street,,EDMONTON,,Province of Alberta
19447,Royal Kids Inc.,"Rooms 19, 20, 22, foyer, library and gym 450 Laxdal Road Winnipeg, MB",rooms 19 20 22 foyer library and gym 450 laxdal road ,450,laxdal road,rooms 19 20 22 foyer library and gym,,,Province of Manitoba
30665,YMCA of Kitchener-Waterloo - Groh Drive Child Care,,Nan,225,Thomas Slee Drive,,Kitchener,ON,Province of Ontario
8872,124 STREET GOLDSTAR DAYCARE,10539 124 STREET NW,10539 124 Street Nw,10539,124 street nw,,EDMONTON,,Province of Alberta
34071,Aurora Heights YMCA School Age,,Nan,85,Tecumseh Drive,,Aurora,ON,Province of Ontario
97,Kingullivut,none,None,,,,Sachs Harbour,,Northwest Territories
42645,Marzanna's Montessori Preschool,4824 Commercial Street,4824 Commercial Street,4824,commercial street,,Vancouver,,Province of British Columbia
24662,L'ATELIER DE LA PETITE ENFANCE INC.,"4918, route des Vétérans","4918, Route Des Vétérans",4918,route des vétérans,,Notre-Dame-du-Mont-Carmel,,Province of Quèbec
23354,GARDERIE AU VILLAGE DES POUPONS II,"909, boulevard du Curé-Labelle","909, Boulevard Du Curé Labelle",909,boulevard du curé labelle,,Blainville,,Province of Quèbec
4755,WESTRIDGE/WOLF WILLOW PLAYSCHOOL,505 WOLF WILLOW ROAD,505 Wolf Willow Road,505,wolf willow road,,EDMONTON,,Province of Alberta
1985,GLOBAL CHILDCARE CENTRE,5007 49 AVENUE,5007 49 Avenue,5007,49 avenue,,LEDUC,,Province of Alberta
2429,BRIGHT HORIZONS OUT OF SCHOOL CARE,8720 144 AVENUE,8720 144 Avenue,8720,144 avenue,,EDMONTON,,Province of Alberta
44041,Galina Horovitc,"6339 Leger Bay, Regina, SK, S4X 2K4",6339 leger bay ,6339,leger bay,,,,Province of Saskatchewan
9691,R & S OUT OF SCHOOL CARE,11445 40 AVENUE,11445 40 Avenue,11445,40 avenue,,EDMONTON,,Province of Alberta
33656,Westdale Co-operative Preschool,,Nan,99,North Oval,,Hamilton,ON,Province of Ontario
2850,LEISURE CENTRE DAYCARE AND DROP IN,111 4 AVE E,111 4 Ave E,111,4 ave e,,BROOKS,,Province of Alberta
29942,George Brown - Nelson Mandela Child Care Centre,,Nan,440,Shuter Street,,Toronto,ON,Province of Ontario
4621,NORTH EDMONTON FDH AGENCY LTD. (CASTLEDOWNS FDH),12704 - 101 STREET,12704 101 Street,12704,101 street,,EDMONTON,,Province of Alberta
5372,PREMATERNELLE ENTRE AMIS,360 - 94 AVE. SE,360 94 Ave Se,360,94 ave se,,CALGARY,,Province of Alberta
2604,LEARNED ROBIN MONTESSORI OUT OF SCHOOL CARE,10571 115 STREET NW,10571 115 Street Nw,10571,115 street nw,,EDMONTON,,Province of Alberta
250,Yellowknife Playschool Association,none,None,,,,Yellowknife,,Northwest Territories
668,Halte scolaire Les Amis de la Passerelle,5067 Route 160 Pont-Landry E1X 2V5 (506) 397-1984,"5067 Route 160 Pont Landry   397 1984NB, Canada",,,,,,Province of New Brunswick
37458,Grace's Home Daycare,28 Tona Trail Wasaga Beach ON,28 tona trail ,28,tona trail,,Wasaga Beach,Ontario,GoDayCare.com
19942,Gillam Preschool and Child Centre Cooperative Inc.,"500 Mattonnabee Avenue (Ave) Gillam, MB",500 mattonnabee avenue  ,500,mattonnabee avenue,,,,Province of Manitoba
2474,DISCOVERY CHILD CARE INC.,"2L, 1134 - 8 AVE SW",2L 1134 8 Ave Sw,1134,8 ave sw,2l,CALGARY,,Province of Alberta
19993,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
28545,Bowmanville Christian Pre-School,,Nan,410,North Scugog Court,,Bowmanville,ON,Province of Ontario
33302,Treehouse Children's Centre,,Nan,688,2nd Line,,Sault Ste. Marie,ON,Province of Ontario
6732,BRIGHTPATH SAGE HILL,71 SAGE HILL PASSAGE NW,71 Sage Hill Passage Nw,71,sage hill passage nw,,CALGARY,,Province of Alberta
14819,CHURCHILL PARK FAMILY DAY HOMES,3311 CENTRE STREET NW,3311 Centre Street Nw,3311,centre street nw,,CALGARY,,Province of Alberta
23929,GARDERIE ÉDUCATIVE LUMIÈRE DE MA VIE LTÉE,"25, rue Saint-Pierre","25, Rue Saint Pierre",25,rue saint pierre,,Saint-Constant,,Province of Quèbec
11269,BRIGHT HORIZONS CHILDCARE SPRUCE VILLAGE,5 SPRUCE VILLAGE WAY,5 Spruce Village Way,5,spruce village way,,SPRUCE GROVE,,Province of Alberta
41640,Lilly Pad Childcare,2325 Belair Rd,2325 Belair Rd,2325,belair rd,,Victoria,,Province of British Columbia
17596,JACK 'N JILL PLAYSCHOOL,4829 49 AVENUE,4829 49 Avenue,4829,49 avenue,,ELK POINT,,Province of Alberta
13684,SUMMIT KIDS - ST GERARD,1204 - 96 AVE SW,1204 96 Ave Sw,1204,96 ave sw,,CALGARY,,Province of Alberta
42061,Tender Blossoms Childcare Ltd,21756 Donovan Ave,21756 Donovan Ave,21756,donovan ave,,Maple Ridge,,Province of British Columbia
33154,St. Julia Billiart Before and After School Program,,Nan,2070,Bur Oak Avenue,,Markham,ON,Province of Ontario
2714,DOVER DAY CARE,"UNIT 7 & 8, 3525 26 AVE SE",Unit 7 & 8 3525 26 Ave Se,3525,26 ave se,unit 7 & 8,CALGARY,,Province of Alberta
15192,NEXT,"19, 204 STRATHAVEN DRIVE",19 204 Strathaven Drive,19 204,strathaven drive,,STRATHMORE,,Province of Alberta
22838,CENTRE ÉDUCATIF SOUS LES ARBRES,"825, avenue Taniata","825, Avenue Taniata",825,avenue taniata,,Lévis,,Province of Quèbec
32033,PLASP- St. David of Wales Catholic School,,Nan,4200,Beacon Lane,,Mississauga,ON,Province of Ontario
34294,YMCA Child Care - Prince Philip,,Nan,600,Vine Street,,St. Catharines,ON,Province of Ontario
11862,FIRST SMILES CHILD CARE,301 A 10TH STREET,301 A 10Th Street,301 a,10th street,,COLD LAKE,,Province of Alberta
8667,MILLCREEK'S FINEST CHILD CARE CENTRE,9425 76 AVENUE,9425 76 Avenue,9425,76 avenue,,EDMONTON,,Province of Alberta
29082,Lori Gardens Centre for Early Learning (Centres for Early Learning Inc.),,Nan,2405,Finch Avenue,,Toronto,ON,Province of Ontario
6960,BABYCARE MONTESSORI CHILDREN'S CENTRE,4657 MACLEOD TRAIL S,4657 Macleod Trail S,4657,macleod trail s,,CALGARY,,Province of Alberta
20735,CPE L'ENFANTHÈQUE,"200, rue Alarie Est","200, Rue Alarie Est",200,rue alarie est,,Alma,,Province of Quèbec
29846,F.C.C.C. - Cataraqui Woods Elementary School,,Nan,1255,Birchwood Drive,,Kingston,ON,Province of Ontario
25682,POUSSIN PIOU INC.,"5690A, boulevard Rosemont","5690A, Boulevard Rosemont",5690a,boulevard rosemont,,Montréal,,Province of Quèbec
36242,ABCD Daycare,93 Richardson Crescent Bradford ON,93 richardson crescent ,93,richardson crescent,,Bradford,Ontario,GoDayCare.com
19609,YMCA-YWCA of Winnipeg Inc.,"Rooms:4, 7, gym 335 Lindenwood Drive E Winnipeg, MB",rooms:4 7 gym 335 lindenwood drive e ,335,lindenwood drive e,rooms 4 7 gym,,,Province of Manitoba
41362,Cottontail Cottage Childcare,9003 99 Ave,9003 99 Ave,9003,99 ave,,Fort St. John,,Province of British Columbia
7701,KINDERHAUS MONTESSORI PRESCHOOL,"SUITE 3229, 150 MILLRISE BLVD SW",Suite 3229 150 Millrise Blvd Sw,150,millrise blvd sw,suite 3229,CALGARY,,Province of Alberta
18506,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
24407,"CENTRE DE LA PETITE ENFANCE LA BUTTE À MOINEAUX, INSTALLATION 2","575, rue Sainte-Hélène","575, Rue Sainte Hélène",575,rue sainte hélène,,Québec,,Province of Quèbec
40395,Child's World Preschool,9020 Williams Road,9020 Williams Road,9020,williams road,,Richmond,,Province of British Columbia
30169,Hand in Hand Daycare Centre,,Nan,424,Second Line,,Sault Ste. Marie,ON,Province of Ontario
34307,YMCA Child Care - St. Michael,,Nan,387,Line 3 Road,,Niagara-On-The-Lake,ON,Province of Ontario
1407,A CHILD'S STORY - TERWILLEGAR OSC,201 1715 TOWNE CENTRE BLVD,201 1715 Towne Centre Blvd,201 1715,towne centre blvd,,EDMONTON,,Province of Alberta
24338,CENTRE DE LA PETITE ENFANCE LA GOÉLETTE ENCHANTÉE INC.,"66, rue Racine","66, Rue Racine",66,rue racine,,Baie-Saint-Paul,,Province of Quèbec
16408,HEARTLAND CHILDCARE CENTRE,101/104 9425 94 AVE,101/104 9425 94 Ave,101/104,9425 94 ave,,FORT SASKATCHEWAN,,Province of Alberta
30115,Harmony Preschool,,Nan,11643,Trafalgar Road,,Georgetown,ON,Province of Ontario
15765,SOUTH CALGARY MONTESSORI CHILD CARE LTD.,105 - 4720 106 AVE SE,105 4720 106 Ave Se,105 4720,106 ave se,,CALGARY,,Province of Alberta
11826,DUGGAN OUT OF SCHOOL CARE,10616 36A AVENUE,10616 36A Avenue,10616,36a avenue,,EDMONTON,,Province of Alberta
1906,FORT ROAD OUT OF SCHOOL CARE,176/204/208 MANNING CROSSING,176/204/208 Manning Crossing,176/204/208,manning crossing,,EDMONTON,,Province of Alberta
9466,LITTLE OTTERS DAY CARE CENTRE,4409 BLACK GOLD DRIVE,4409 Black Gold Drive,4409,black gold drive,,LEDUC,,Province of Alberta
39287,Hummingbird Child Care Centre,2 4111 Wood Ave,2 4111 Wood Ave,2 4111,wood ave,,Port Alberni,,Province of British Columbia
6182,YMCA CLAIRMONT CHILD CARE,10407 - 97 STREET,10407 97 Street,10407,97 street,,CLAIRMONT,,Province of Alberta
34102,YMCA of Greater Toronto - Denne First Base,,Nan,330,Burford Street,,Newmarket,ON,Province of Ontario
10890,NEWELL INTEGRATED CHILD CARE CENTRE,327 3 STREET WEST,327 3 Street West,327,3 street west,,BROOKS,,Province of Alberta
43263,West Coast Kids Childcare,1010 Wychbury Rd,1010 Wychbury Rd,1010,wychbury rd,,Victoria,,Province of British Columbia
12537,NEBULA ACADEMY JUNIOR KINDERGARTEN,12023 81 STREET,12023 81 Street,12023,81 street,,EDMONTON,,Province of Alberta
40297,Echelon Day Care,101 575 8 Ave W,101 575 8 Ave W,101,575 8 ave w,,Vancouver,,Province of British Columbia
10096,SIGIS CHILD CARE SOCIETY (VITAL GRANDIN),39 SUNSET BLVD,39 Sunset Blvd,39,sunset blvd,,ST. ALBERT,,Province of Alberta
29037,Centre √âducatif Brin de Soleil,,Nan,350,Den Haag Promenade,,Ottawa,ON,Province of Ontario
41407,Les P'tits Lutins,1618 Patricia Ave,1618 Patricia Ave,1618,patricia ave,,Port Coquitlam,,Province of British Columbia
7775,"LEARN, LOVE 'N' LAUGH OUT OF SCHOOL CARE",102 17 ATHABASCA AVE.,102 17 Athabasca Ave,102 17,athabasca ave,,DEVON,,Province of Alberta
26261,CENTRE DE LA PETITE ENFANCE METUETAU,"101, rue Pashin","101, Rue Pashin",101,rue pashin,,Uashat,,Province of Quèbec
7085,DAYDREAMS OSC,123 MACLEOD TRAIL SE,123 Macleod Trail Se,123,macleod trail se,,HIGH RIVER,,Province of Alberta
16180,CASTLEDOWNS CHILDCARE OUT OF SCHOOL CARE,11852/11854 145 AVENUE,11852/11854 145 Avenue,11852/11854,145 avenue,,EDMONTON,,Province of Alberta
24235,CENTRE COOPÉRATIF DE LA PETITE ENFANCE LA MAISON DES AMIS RÉGION 17,"95, rue de l'Ermitage","95, Rue De L'Ermitage",95,rue de l'ermitage,,Victoriaville,,Province of Quèbec
31470,N'sheemaehn: The Scarborough Campus Child Care Centre,,Nan,1255,Military Trail,,Toronto,ON,Province of Ontario
16385,DISCOVERYLAND CHILDCARE,2562 GUARDIAN ROAD NW,2562 Guardian Road Nw,2562,guardian road nw,,EDMONTON,,Province of Alberta
7776,WESTLOCK AFTER SCHOOL CARE PROGRAM,10515 106A STREET,10515 106A Street,10515,106a street,,WESTLOCK,,Province of Alberta
4084,WAINWRIGHT CHILDREN'S CENTRE,905- 10 STREET,905 10 Street,905,10 street,,WAINWRIGHT,,Province of Alberta
41087,Owl And Feather Child Care Center,2282 Setchfield Ave,2282 Setchfield Ave,2282,setchfield ave,,Victoria,,Province of British Columbia
29470,Little Beginnings Daycare and Learning Centers,,Nan,911,Queen Street,,Kincardine,ON,Province of Ontario
23579,L'ÎLE DE NOS TRÉSORS,"94, boulevard Cartier","94, Boulevard Cartier",94,boulevard cartier,,Beloeil,,Province of Quèbec
34736,YWCA - Bergamot Early Learning Centre (op: YWCA),,Nan,66,Bergamot Avenue,,Toronto,ON,Province of Ontario
22138,MA PETITE ÉCOLE BEAUBIEN INC.,"6458, rue beaubien Est","6458, Rue Beaubien Est",6458,rue beaubien est,,Montréal,,Province of Quèbec
36368,Bugs And Butterflies Daycare,Rife Ave. Cambridge ON,rife ave ,,,,Cambridge,Ontario,GoDayCare.com
10961,KLARVATTEN PLAZA DAYCARE,16717 84 STREET,16717 84 Street,16717,84 street,,EDMONTON,,Province of Alberta
42504,Counting Sheep Family Daycare,9864 Barber Dr,9864 Barber Dr,9864,barber dr,,Chilliwack,,Province of British Columbia
8401,KIDS & COMPANY - ST. ALBERT NORTH OSC,110 506B ST. ALBERT TRAIL,110 506B St Albert Trail,110,506b st albert trail,,ST. ALBERT,,Province of Alberta
22881,PAVILLON A,"50-B, rue des Commandeurs","50 B, Rue Des Commandeurs",50 b,rue des commandeurs,,Lévis,,Province of Quèbec
10504,FUNFLEX PLAYCARE,"60, 4307 - 130 AVENUE SE",60 4307 130 Avenue Se,60 4307,130 avenue se,,CALGARY,,Province of Alberta
22144,MALIKA SLIMANI,"408, rue Gounod","408, Rue Gounod",408,rue gounod,,Montréal,,Province of Quèbec
40486,St. Andrew's Preschool,300-1046 St. Georges Ave,300 1046 St Georges Ave,300 1046,st georges ave,,North Vancouver,,Province of British Columbia
24756,LA CASA TROPICAL LA MAISON DES ENFANTS,"120, rue des Améthystes","120, Rue Des Améthystes",120,rue des améthystes,,Saint-Denis-de-Brompton,,Province of Quèbec
30656,YMCA School Age Youth Development-Keatsway,,Nan,323,Keats Way Drive,,Waterloo,ON,Province of Ontario
15396,MILLENNIUM KIDZ N KARE LTD.,5615 BARRETT DRIVE NW,5615 Barrett Drive Nw,5615,barrett drive nw,,CALGARY,,Province of Alberta
19989,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
17074,KLUB CARE TRINITY,295 MIDPARK WAY SE,295 Midpark Way Se,295,midpark way se,,CALGARY,,Province of Alberta
33859,YMCA Ham/Burl - YMCA SACC - Paul A. Fisher,,Nan,2175,Cavendish Drive,,Burlington,ON,Province of Ontario
6171,DOLPHIN CHILD DEVELOPMENT CENTRE,5019 51 AVENUE,5019 51 Avenue,5019,51 avenue,,GIBBONS,,Province of Alberta
18596,Assiniboine Early Learning Centre Inc.,"Room 249 1430 Victoria Avenue (Ave) E Brandon, MB",room 249 1430 victoria avenue  e ,1430,victoria avenue e,room 249,,,Province of Manitoba
14555,SUSAN'S DAYCARE,4507 - 50TH AVENUE,4507 50Th Avenue,4507,50th avenue,,VALLEYVIEW,,Province of Alberta
27720,CPE LA MAISON DE BÉCASSINE,"2210, rue des Grands-Ducs","2210, Rue Des Grands Ducs",2210,rue des grands ducs,,Drummondville,,Province of Quèbec
10722,LEARNING THROUGH PLAY MONTESSORI AFTER SCHOOL CARE,8620 91 STREET,8620 91 Street,8620,91 street,,EDMONTON,,Province of Alberta
41643,Rise Childcare Learning Centre,299 55Th Ave E,299 55Th Ave E,299,55th ave e,,Vancouver,,Province of British Columbia
21225,CENTRE DE LA PETITE ENFANCE JARDIN DE FANFAN #2,"431A, rue du Moulin","431A, Rue Du Moulin",431a,rue du moulin,,Magog,,Province of Quèbec
34044,St. Joseph YMCA Before and After School,,Nan,90,Parkway Crescent,,Bowmanville,ON,Province of Ontario
26567,GARDERIE ET CENTRE ÉDUCATIF LA BAMBINERIE,"323, boulevard Curé-Labelle","323, Boulevard Curé Labelle",323,boulevard curé labelle,,Laval,,Province of Quèbec
24200,CPE LA MAISON DE BÉCASSINE,"2210, rue des Grands-Ducs","2210, Rue Des Grands Ducs",2210,rue des grands ducs,,Drummondville,,Province of Quèbec
29294,CELC-Monsignor Leo Cleary,,Nan,3820,Courtice Rd Road,,Courtice,ON,Province of Ontario
11765,POPS OUT-OF-SCHOOL CARE,6421 118 AVENUE,6421 118 Avenue,6421,118 avenue,,EDMONTON,,Province of Alberta
1700,LITTLE PEOPLE'S OUT OF SCHOOL CARE,2461 104 STREET,2461 104 Street,2461,104 street,,EDMONTON,,Province of Alberta
17071,KIDS & COMPANY-JAGARE RIDGE OSC,201-14246 28 AVENUE SW,201 14246 28 Avenue Sw,201,14246 28 avenue sw,,EDMONTON,,Province of Alberta
23550,CENTRE DE LA PETITE ENFANCE FANFAN SOLEIL,"62, rue Saint-Louis","62, Rue Saint Louis",62,rue saint louis,,Sainte-Thérèse,,Province of Quèbec
37382,Amanda's Child Care,29 Langrell Ave Tillsonburg ON,29 langrell ave ,29,langrell ave,,Tillsonburg,Ontario,GoDayCare.com
39906,Young Columbus Infant/Toddler Center,11160 Seafield Crescent,11160 Seafield Crescent,11160,seafield crescent,,Richmond,,Province of British Columbia
41750,Queens Park YMCA Child Care & Preschool,630 Birch Ave,630 Birch Ave,630,birch ave,,Penticton,,Province of British Columbia
40858,Little Stars Daycare Ii,23051 118 Ave,23051 118 Ave,23051,118 ave,,Maple Ridge,,Province of British Columbia
16865,YMCA PATTERSON CHILD CARE,9701 PRAIRIE ROAD,9701 Prairie Road,9701,prairie road,,GRANDE PRAIRIE,,Province of Alberta
35916,Sackville-Bedford Dev. Preschool,409 Glendale Dr Sackville NS,409 glendale dr ,409,glendale dr,,Sackville,Nova Scotia,GoDayCare.com
37745,AppApp Apprendre Et Apprecier,633 Boulevard Saint Martin Ouest Laval QC,633 boulevard saint martin ouest ,633,boulevard saint martin ouest,,Laval,Quebec,GoDayCare.com
28702,Calvary Nursery School Inc.,,Nan,290,Ridout Street,,London,ON,Province of Ontario
12076,VULCAN DAYCARE SOCIETY,604 - 4 AVENUE SOUTH,604 4 Avenue South,604,4 avenue south,,VULCAN,,Province of Alberta
5260,MARDA LOOP COMMUNITIES ASSOCIATION,1638 - 30 AVE SW,1638 30 Ave Sw,1638,30 ave sw,,CALGARY,,Province of Alberta
24189,CENTRE DE LA PETITE ENFANCE PLUMEAU-SOLEIL,"1000, rue Saint-Georges","1000, Rue Saint Georges",1000,rue saint georges,,Drummondville,,Province of Quèbec
32967,Biidaaban Children's Centre,,Nan,41,Eighth Avenue,,Sioux Lookout,ON,Province of Ontario
31198,Maple Hill - Huronia Road,,Nan,767,Huronia Road,,Barrie,ON,Province of Ontario
37515,Nicole's Daycare,Yorkleigh Circle Whitchurch-Stouffville ON,yorkleigh circle whitchurch ,yorkleigh circle,whitchurch,,Whitchurch-stouffville,Ontario,GoDayCare.com
43079,Little Star Children's Centre,600 Beach Rd,600 Beach Rd,600,beach rd,,Qualicum Beach,,Province of British Columbia
16707,AN ENCHANTED FOREST OUT OF SCHOOL CARE,500 RIVERCREST CRESCENT,500 Rivercrest Crescent,500,rivercrest crescent,,ST. ALBERT,,Province of Alberta
10241,SUMMIT KIDS - WHCA,1940 6 AVENUE NW,1940 6 Avenue Nw,1940,6 avenue nw,,CALGARY,,Province of Alberta
11113,YMCA BISHOP SAVARYN OUT OF SCHOOL CARE,16227 109 STREET,16227 109 Street,16227,109 street,,EDMONTON,,Province of Alberta
28056,Van Horne Day Care Centre - (497123 Ontario Ltd.),,Nan,201,Van Horne Avenue,,Toronto,ON,Province of Ontario
36703,Ericas Child Care,south wellington street Frankford ON,south wellington street ,,,,Frankford,Ontario,GoDayCare.com
24799,GARDERIE DE SHERBROOKE INC.,"1178, rue Jogues","1178, Rue Jogues",1178,rue jogues,,Sherbrooke,,Province of Quèbec
811,Little Bits Early Learning and Care 2,107 Henderson Street Miramichi E1N 2R8 (506) 625-0045,"107 Henderson Street Miramichi   625 0045NB, Canada",,,,,,Province of New Brunswick
32528,Service √† l'enfance Aladin Childcare Services-Hawthorne,,Nan,2158,St.Laurent Boulevard,,Ottawa,ON,Province of Ontario
41205,Mi Casita Learning Center,38090 Guildford Dr,38090 Guildford Dr,38090,guildford dr,,Squamish,,Province of British Columbia
13824,LILLIPUT DAYCARE CENTRE,11214 109 AVENUE,11214 109 Avenue,11214,109 avenue,,EDMONTON,,Province of Alberta
1249,BRIGHTPATH MILLRISE,3 MILLSIDE DRIVE SW,3 Millside Drive Sw,3,millside drive sw,,CALGARY,,Province of Alberta
22913,CENTRE DE LA PETITE ENFANCE JOLIBOIS,"1502, rue de l'Aréna","1502, Rue De L'Aréna",1502,rue de l'aréna,,Saint-Gilles,,Province of Quèbec
37154,Daphne's Home Daycare,Bramble Rd. Peterborough ON,bramble rd ,,,,Peterborough,Ontario,GoDayCare.com
4102,WESTMOUNT EDUCATIONAL DAYCARE,10985 124 STREET NW,10985 124 Street Nw,10985,124 street nw,,EDMONTON,,Province of Alberta
15373,KIDZ CHOICE PRESCHOOL,18 HIDDEN CREEK ROAD NW,18 Hidden Creek Road Nw,18,hidden creek road nw,,CALGARY,,Province of Alberta
15050,NORTH GLENORA PLAYSCHOOL,13535 - 109A AVENUE,13535 109A Avenue,13535,109a avenue,,EDMONTON,,Province of Alberta
41964,Beddies Babies,985 Westridge Dr,985 Westridge Dr,985,westridge dr,,Invermere,,Province of British Columbia
42272,Jen's Place,546 Hall Rd,546 Hall Rd,546,hall rd,,Qualicum Beach,,Province of British Columbia
9315,SUZUKI OUT OF SCHOOL CARE,10720 54 STREET,10720 54 Street,10720,54 street,,EDMONTON,,Province of Alberta
42905,Glenlyon Norfolk School Daycare,1701 Beach Dr,1701 Beach Dr,1701,beach dr,,Victoria,,Province of British Columbia
5268,REMINGTON YMCA CHILD DEVELOPMENT CENTRE,108 QUARRY PARK ROAD SE,108 Quarry Park Road Se,108,quarry park road se,,CALGARY,,Province of Alberta
40013,Eco Kids Care Inc.,31216 King Rd,31216 King Rd,31216,king rd,,Abbotsford,,Province of British Columbia
30736,La Petite Ecole,,Nan,130,Kennedy Avenue,,Toronto,ON,Province of Ontario
25288,GARDERIE DES PETITS TRÉSORS À MINA INC.,"6265, rue Saint-Jacques, bureau 200","6265, Rue Saint Jacques, Bureau 200",rue saint jacques,bureau 200,6265,Montréal,,Province of Quèbec
1587,EXPLORING WONDERS DAYCARE INC.,1040-1ST AVE,1040 1St Ave,1040,1st ave,,WAINWRIGHT,,Province of Alberta
35754,Cormier's Plan And Learn Centre,18 Hillcrest St Antigonish NS,18 hillcrest st ,18,hillcrest st,,Antigonish,Nova Scotia,GoDayCare.com
41519,Seabird Island Out-Of-School,2744 Sqewqel Dr,2744 Sqewqel Dr,2744,sqewqel dr,,Agassiz,,Province of British Columbia
