Program ID,Type Name,Program Name,Physical Address Line,Physical City Name,Physical Postal Code,Phone Number,Space,Inspection Date,Inspection Reason Name,Non Compliance Sub Name,Non Compliance Name,Non Compliance Action Name,Review Date,,
84CB4CE66186786F86C3A0AE8DC15915,PRE-SCHOOL PROGRAM,TILLEY TIGER CUBS PRESCHOOL,148 - 1ST STREET EAST,TILLEY,T0J3K0,4033772633,18,11/27/2019,INSPECTION,,,,,,
879677F78A3FFEECDFB2BACFD85731F5,OUT OF SCHOOL CARE PROGRAM,ALPINE MONTESSORI CHILDREN'S CENTRE,3140 - 41 STREET SW,CALGARY,T3E3L1,4032499474,15,11/27/2019,INSPECTION,,,,,,
8EB271F2607BF34C826C498E2BDB4764,PRE-SCHOOL PROGRAM,GLENDALE COMMUNITY PRESCHOOL,2405 GLENMOUNT DRIVE SW,CALGARY,T3E4C1,4032465015,25,11/27/2019,INSPECTION,10(1)(c) - Medication - administered according to labelled directions,SCHEDULE 5 - PRE-SCHOOL PROGRAM,ORDER TO REMEDY,12/3/2019,,
90DBDEBE8EB102C0A5C3CF2D635A1E34,PRE-SCHOOL PROGRAM,DISCOVERY PRESCHOOL SOCIETY OF CALGARY,2035 - 26 A STREET SW,CALGARY,T3E2B9,4034651141,18,11/27/2019,INSPECTION,,,,,,
98584EA94FD2DB894C185BDD46F5838B,PRE-SCHOOL PROGRAM,LAC LA BICHE REGIONAL ABORIGINAL/METIS HEADSTART NURSERY SCHOOL,10147 105 STREET,LAC LA BICHE,T0A2C0,7806233641,24,11/27/2019,INSPECTION,,,,,,
99E47A0E58ED0229E170530239924042,OUT OF SCHOOL CARE PROGRAM,VISTA GRANDE SCHOOL AGE PROGRAM,4145 46 ST,RED DEER,T4N3C5,4033477973,56,11/27/2019,INSPECTION,,,,,,
A1A7973B32F803314603F924C1F6E679,FAMILY DAY HOME,MONKEY BUSINESS DAY HOMES INC.,70B 8 STREET NW,MEDICINE HAT,T1A6P1,4035943699,87,11/27/2019,Agency Review,,,,,,
A1CB4579FFEB7C25A1C0F296B6D0D893,OUT OF SCHOOL CARE PROGRAM,VILLAGE LANDING OSC,UNIT 470-140 ST. ALBERT TRAIL,ST. ALBERT,T8N7C8,7806802184,14,11/27/2019,FOLLOW UP TO ENFORCEMENT ACTION,,,,,,
A27406AF76845BABA52CF13EE0E641A4,PRE-SCHOOL PROGRAM,LES TOURNESOLS BILINGUAL PLAYSCHOOL,15 MISSION AVENUE,ST. ALBERT,T8N1H6,7804602201,20,11/27/2019,INSPECTION,19(a) - Portable Record - for child as per section 17,SCHEDULE 5 - PRE-SCHOOL PROGRAM,ORDER TO REMEDY,12/3/2019,,
A3E0DD5F9960929B9B7DEC9896396A08,PRE-SCHOOL PROGRAM,EARLY DISCOVERIES NURSERY SCHOOL - HAWKWOOD,100 HAWKWOOD BLVD NW,CALGARY,T3G2S9,4032396565,50,11/27/2019,FOLLOW UP TO ENFORCEMENT ACTION,,,,,,
A7575734C5C16DAA1EF918BD2C74FFEB,DAY CARE PROGRAM,ALPINE MONTESSORI CHILDREN'S CENTRE,3140 - 41 STREET SW,CALGARY,T3E3L1,4032499474,79,11/27/2019,INSPECTION,10(2)(a) - Medication - name of medication is recorded,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,12/5/2019,,
A9E2441790846CBADF86D6E3C31F8014,PRE-SCHOOL PROGRAM,EDMONTON NORTHWEST PRESCHOOL,11515 127 STREET,EDMONTON,T5M0V4,7804549080,20,11/27/2019,CONSULTATION,,,,,,
AF4FE7AAC7FE48DD8DB7E716F780BF9E,OUT OF SCHOOL CARE PROGRAM,HOLYROOD AFTER SCHOOL CARE,9411 HOLYROOD ROAD,EDMONTON,T6C4C4,7804651201,61,11/27/2019,INSPECTION,,,,,,
B426C3483C186CEDDE2BBB8BE6400513,OUT OF SCHOOL CARE PROGRAM,HIGH FIVE OUT OF SCHOOL CARE,1220 - 5TH AVENUE,BEAVERLODGE,T0H0C0,7803542855,33,11/27/2019,INSPECTION,,,,,,
B96C1372E1DD9BEF909D6BC8AEC1EE01,OUT OF SCHOOL CARE PROGRAM,FUNFLEX PLAYCARE,"60, 4307 - 130 AVENUE SE",CALGARY,T2Z3V8,4034531242,30,11/27/2019,COMPLAINT INVESTIGATION,10(1)(c) - Medication - administered according to labelled directions,SCHEDULE 4 - OUT OF SCHOOL CARE PROGRAM,ORDER TO REMEDY,12/11/2019,,
B96C1372E1DD9BEF909D6BC8AEC1EE01,OUT OF SCHOOL CARE PROGRAM,FUNFLEX PLAYCARE,"60, 4307 - 130 AVENUE SE",CALGARY,T2Z3V8,4034531242,30,11/27/2019,COMPLAINT INVESTIGATION,2(1) - Out of School Care Program - program in keeping with needs of children,SCHEDULE 4 - OUT OF SCHOOL CARE PROGRAM,ORDER TO REMEDY,12/11/2019,,
B96C1372E1DD9BEF909D6BC8AEC1EE01,OUT OF SCHOOL CARE PROGRAM,FUNFLEX PLAYCARE,"60, 4307 - 130 AVENUE SE",CALGARY,T2Z3V8,4034531242,30,11/27/2019,COMPLAINT INVESTIGATION,2(1) - Out of School Care Program - program in keeping with needs of children,SCHEDULE 4 - OUT OF SCHOOL CARE PROGRAM,ORDER TO REMEDY,12/17/2019,,
BC54A0EE17E70E6C2D781D2647D9A415,INNOVATIVE CHILD CARE PROGRAM,THE IMMIGRANT EDUCATION SOCIETY SE,1723 - 40 STREET SE,CALGARY,T2A7Y3,4032353666,12,11/27/2019,INSPECTION,,,,,,
C0F7B92FBBC7014ED1D8907373D98B6A,OUT OF SCHOOL CARE PROGRAM,CALGARY KIDS CENTER INC.,789 NORTHMOUNT DRIVE NW,CALGARY,T2L0A1,4033540657,40,11/27/2019,INSPECTION,,,,,,
C6342DF4744AE61888FA993D281972D7,OUT OF SCHOOL CARE PROGRAM,KIDZINC SCHOOL AGE CARE -  WILDWOOD,120  45 ST SW,CALGARY,T3C2B3,4034787076,48,11/27/2019,INSPECTION,,,,,,
CDDCE7BCFCC53654E8108A4945AF26B3,DAY CARE PROGRAM,BEVERLY DAY CARE SOCIETY & FAMILY RESOURCE CENTRE,11005 34 STREET,EDMONTON,T5W1Y7,7804771151,36,11/27/2019,INSPECTION,28(1)(b) - Minimum staffing and general supervision - children at all times supervised,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,12/13/2019,,
D5530E8783E86CC32009F3DEB25CBD7F,PRE-SCHOOL PROGRAM,QUATRE SAISONS PRESCHOOL,10309-102 AVE,LAC LA BICHE,T0A2C0,7806238386,23,11/27/2019,INSPECTION,,,,,,
DA524A00DED5CE3E8B074DCFA8F9CE8D,OUT OF SCHOOL CARE PROGRAM,HEADWAY OUT OF SCHOOL CARE,403 KULAWY GATE,EDMONTON,T6L6Z1,7809516677,24,11/27/2019,INSPECTION,,,,,,
E23ED11ED9AF425FCE1A1EC1A49D4176,DAY CARE PROGRAM,AUNTIE ROSE'S COMMUNITY DAYCARE,6 D SUPERIOR STREET,DEVON,T9G1E8,7809877338,40,11/27/2019,INSPECTION,,,,,,
E32D6839868DC28EEFE9E74A8BA69B73,DAY CARE PROGRAM,GREAT ADVENTURES ACTIVE LEARNING CENTRE,1208 - 3 AVENUE SOUTH,LETHBRIDGE,T1J0H9,4033085058,45,11/27/2019,INITIAL LICENCE INSPECTION,,,,,,
EF0C00844280E897BA3F4EAAA5FF35D7,OUT OF SCHOOL CARE PROGRAM,YOUNGSTOWN OUT OF SCHOOL CARE,10330 163 STREET,EDMONTON,T5P3N5,7804846424,41,11/27/2019,COMPLAINT INVESTIGATION,,,,,,
F25C158BB519FF0913BE0D12F904E9C3,OUT OF SCHOOL CARE PROGRAM,SISTER MARY PHILLIPS OUT OF SCHOOL PROGRAM,177 DICKINS DRIVE,FORT MCMURRAY,T9H1M3,7807995720,25,11/27/2019,INSPECTION,,,,,,
F3748F1D3F72CA4259FD4807DA1FEBBD,DAY CARE PROGRAM,FABLE CHILD CARE CENTER,10010 101 AVE,MORINVILLE,T8R1R1,7809937586,83,11/27/2019,INSPECTION,,,,,,
F59603DB4A608F5DF79A561702FE95E9,OUT OF SCHOOL CARE PROGRAM,TARA'S OUT OF SCHOOL CARE,13227 132 STREET,EDMONTON,T5L1R9,7804736985,14,11/27/2019,FOLLOW UP TO ENFORCEMENT ACTION,,,,,,
F6C4902E6FD5D6E1C378FA034A25A6E8,DAY CARE PROGRAM,VILLAGE LANDING DAYCARE,UNIT 470-140 ST. ALBERT TRAIL,ST. ALBERT,T8N7C8,5872901108,22,11/27/2019,FOLLOW UP TO ENFORCEMENT ACTION,,,,,,
F7608FFA9CA8E07A81936E89F06559F9,FAMILY DAY HOME,MCMAN FAMILY DAY HOME PROGRAM,401 CENTRE STREET,HANNA,T0J1P0,4038579729,80,11/27/2019,Provider Review,Standard 10G: Animals,Provider,,12/24/2019,,
F7608FFA9CA8E07A81936E89F06559F9,FAMILY DAY HOME,MCMAN FAMILY DAY HOME PROGRAM,401 CENTRE STREET,HANNA,T0J1P0,4038579729,80,11/27/2019,Provider Review,Standard 12: Meals and Snacks,Provider,,12/24/2019,,
F7608FFA9CA8E07A81936E89F06559F9,FAMILY DAY HOME,MCMAN FAMILY DAY HOME PROGRAM,401 CENTRE STREET,HANNA,T0J1P0,4038579729,80,11/27/2019,Provider Review,Standard 2: Children's Information Records,Provider,,12/24/2019,,
F7608FFA9CA8E07A81936E89F06559F9,FAMILY DAY HOME,MCMAN FAMILY DAY HOME PROGRAM,401 CENTRE STREET,HANNA,T0J1P0,4038579729,80,11/27/2019,Provider Review,Standard 3: Portable Emergency Information Records,Provider,,12/24/2019,,
F7608FFA9CA8E07A81936E89F06559F9,FAMILY DAY HOME,MCMAN FAMILY DAY HOME PROGRAM,401 CENTRE STREET,HANNA,T0J1P0,4038579729,80,11/27/2019,Provider Review,Standard 4A: Residence,Provider,,12/24/2019,,
F7608FFA9CA8E07A81936E89F06559F9,FAMILY DAY HOME,MCMAN FAMILY DAY HOME PROGRAM,401 CENTRE STREET,HANNA,T0J1P0,4038579729,80,11/27/2019,Provider Review,Standard 7: Child Care Program,Provider,,12/24/2019,,
FAD51F6D4B4DCA4582BBC9954FD3563F,PRE-SCHOOL PROGRAM,LITTLE STEPS,1321-4TH AVENUE,WAINWRIGHT,T9W2R7,7808423808,24,11/27/2019,INSPECTION,,,,,,
FC7C17ED2C8A65F9D24556B697043F18,DAY CARE PROGRAM,YOUNGSTOWN CHILD CARE CENTRE,10330 163 STREET,EDMONTON,T5P3N5,7804846424,20,11/27/2019,COMPLAINT INVESTIGATION,,,,,,
0FE4C8AF58A9275B78786422F4BEF524,PRE-SCHOOL PROGRAM,CALGARY INTERNATIONAL ACADEMY PRESCHOOL,450 ROYAL OAK DRIVE NW,CALGARY,T3G5J7,4039917534,24,11/26/2019,COMPLAINT INVESTIGATION,,,,,,
17C1DD057439DBB5131E221425230D71,DAY CARE PROGRAM,METIS CALGARY FAMILY SERVICES ELCC,"502, 6505 HUNTRIDGE HILL NE",CALGARY,T2K5E5,4032404642,50,11/26/2019,RENEWAL LICENCE INSPECTION,,,,,,
281451810D34BE710363C514FB29D248,DAY CARE PROGRAM,SUNSHINE PATCH DAYCARE,"111, 6002 29 AVENUE",BEAUMONT,T4X0H5,7809292298,83,11/26/2019,INSPECTION,24(a) - Portable Record- for child as per Section 22,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2/5/2020,,
2BD2C8AB570A06007F2882CEFA5E55F6,DAY CARE PROGRAM,"DAYCARE ""KOLOBOK""",19815 45 AVENUE,EDMONTON,T6M2N4,7802630076,46,11/26/2019,FOLLOW UP TO ENFORCEMENT ACTION,,,,,,
39FBAD13118099EC1549E47B87B50598,OUT OF SCHOOL CARE PROGRAM,KIDZ PLAYHOUSE OUT OF SCHOOL CARE,"1613, 20TH AVENUE",DIDSBURY,T0M0W0,4033354757,10,11/26/2019,INSPECTION,,,,,,
3CE2AD6FDE8D1009DD78047B4863D894,PRE-SCHOOL PROGRAM,LITTLE KIDS ACTIVE LEARNERS PRESCHOOL,11950 COUNTRY VILLAGE LINK NE,CALGARY,T3K6E3,4035674485,33,11/26/2019,INSPECTION,,,,,,
3E7A0FD79E0B50075F09A37167BFC88C,DAY CARE PROGRAM,ST. ALBERT MONTESSORI DAY CARE,6 BERNARD DRIVE,ST. ALBERT,T8N0B4,7804180001,40,11/26/2019,INSPECTION,,,,,,
3F3145AD71EDB857F1EAC26526C3D34E,GROUP FAMILY CHILD CARE PROGRAM,WONDERLAND ACADEMY LTD.,244 HIDDEN CREEK ROAD NW,CALGARY,T3A6L1,4039929866,10,11/26/2019,FOLLOW UP TO ENFORCEMENT ACTION,,,,,,
41801A5275F4FDE4CFAF07CD26AEF037,DAY CARE PROGRAM,CAMBRIDGE DAYCARE,10815 82 AVENUE,EDMONTON,T6E2B2,7804398819,67,11/26/2019,INSPECTION,,,,,,
434208D761C9F576CD33D8D6EEBC3590,OUT OF SCHOOL CARE PROGRAM,ELMWOOD OUT OF SCHOOL,"UNITS 16615/16621-83 AVENUE, NW",EDMONTON,T5R3V8,7807586647,23,11/26/2019,FOLLOW UP TO ENFORCEMENT ACTION,,,,,,
44DE8E8A0C64406E97EDC0FCAD22D095,INNOVATIVE CHILD CARE PROGRAM,THE IMMIGRANT EDUCATION SOCIETY NE,3820 - 32 STREET NE,CALGARY,T1Y7L9,4032910002,50,11/26/2019,INSPECTION,,,,,,
5AE1F935B1879D0EE0245CDFD853CB64,DAY CARE PROGRAM,SUNVALLEY KIDS MONTESSORI QUEENSLAND,"402, 950 QUEENSLAND DRIVE SE",CALGARY,T2J6E6,4032782266,36,11/26/2019,FOLLOW UP TO ENFORCEMENT ACTION,,,,,,
5D34F51EF261795ED778A11BDBF0273F,PRE-SCHOOL PROGRAM,WEST HILLHURST COMMUNITY PRE-SCHOOL,1940 - 6 AVENUE NW,CALGARY,T2N0W3,4032830464,35,11/26/2019,FOLLOW UP TO ENFORCEMENT ACTION,,,,,,
5DE7E7F0BC5CE9E7E4D169E3C34F9221,DAY CARE PROGRAM,DAYSTAR CHILDCARE CENTRE,101 ABRAHAM GATE,FORT MCMURRAY,T9H0J1,5877537698,40,11/26/2019,INSPECTION,,,,,,
672EA362E266E23C59F6F0112B5C96A4,PRE-SCHOOL PROGRAM,PIGEON LAKE PRESCHOOL,SE 1/4 15-46 01W5,WESTEROSE,T0C2V0,7803618314,27,11/26/2019,INSPECTION,,,,,,
68B5956CE4F92A3125EF75BF44EB4050,OUT OF SCHOOL CARE PROGRAM,SUNSHINE PATCH OUT OF SCHOOL,"111, 6002 29 AVENUE",BEAUMONT,T4X0H5,7809292298,34,11/26/2019,INSPECTION,,,,,,
6B59FB8013FDF3D631C62DE10DF2259C,DAY CARE PROGRAM,HAPPY TIME CHILD CARE CENTRE,11263 OAKFIELD DR. SW,CALGARY,T2W4M2,4033834911,20,11/26/2019,INSPECTION,,,,,,
6E20E2241C6E344F0244CE5CB2E7FE3C,OUT OF SCHOOL CARE PROGRAM,LEAP N' LEARN SCHOOL AGE WALDEN,"260, 151 WALDEN GATE SE",CALGARY,T2X0R2,4034531020,40,11/26/2019,FOLLOW UP TO ENFORCEMENT ACTION,,,,,,
79DDF8F39659072FE7CFD175A54CDC27,DAY CARE PROGRAM,RISING STAR DAYCARE,"101, 6102 29 AVENUE",BEAUMONT,T4X0H5,7809291135,71,11/26/2019,INSPECTION,,,,,,
817D41E89B13978F35E2F66483AC2B6B,PRE-SCHOOL PROGRAM,LEAP N' LEARN WALDEN,"260, 151 WALDEN GATE SE",CALGARY,T2X0R2,4034531020,40,11/26/2019,FOLLOW UP TO ENFORCEMENT ACTION,,,,,,
830F8C842A0C40172075569FCEB62701,OUT OF SCHOOL CARE PROGRAM,RISING STAR OUT OF SCHOOL CARE,"101, 6102 29 AVENUE",BEAUMONT,T4X0H5,7809291135,35,11/26/2019,INSPECTION,,,,,,
83E242E2359D1DF3E587DA5BD188BE24,DAY CARE PROGRAM,FIRST STEPS ACADEMY,"2122, 8561 - 8A AVENUE SW",CALGARY,T3H0V5,4034608308,102,11/26/2019,INSPECTION,,,,,,
928A7964F33AB2097E3D2860D418A398,DAY CARE PROGRAM,ELMWOOD DAYCARE,UNITS -16615 /16621-83 AVENUE NW,EDMONTON,T5R3V8,7807586647,46,11/26/2019,FOLLOW UP TO ENFORCEMENT ACTION,,,,,,
9DD67DA2AF8D3D06B41102219C42FB11,OUT OF SCHOOL CARE PROGRAM,RANCHLANDS CHILDREN COME FIRST ASSOCIATION - HAWKWOOD,650 HAWKWOOD BLVD. NW,CALGARY,T3G2V7,4032413052,60,11/26/2019,INSPECTION,,,,,,
A5698BC25967AD259168558203718244,PRE-SCHOOL PROGRAM,KILKENNY PLAYSCHOOL,14910 72 STREET,EDMONTON,T5B4K7,5875906204,21,11/26/2019,INSPECTION,,,,,,
ABA30B3451740F14214BC19F7CBFA403,PRE-SCHOOL PROGRAM,BUZZING BEE ACADEMY,20 FIR STREET,SHERWOOD PARK,T8A1Z6,7804175758,24,11/26/2019,INSPECTION,,,,,,
AC7F103AE4ABDCA6C6F1168626A0F1B2,DAY CARE PROGRAM,KIDS@ CHURCHILL PARK BRIGHT LIGHTS,141 - 50 AVE SE,CALGARY,T2G4S7,4035143222,72,11/26/2019,INCIDENT REPORT,,,,,,
B38584620691629FF8A4D91A4F3FD3C4,FAMILY DAY HOME,NEW DIMENSIONS FAMILY DAY HOME PROGRAM INC.,906-4747 67 STREET,RED DEER,T4N6H3,4033460888,200,11/26/2019,Provider Review,Standard 13: Visual Identity,Provider,,12/3/2019,,
B38584620691629FF8A4D91A4F3FD3C4,FAMILY DAY HOME,NEW DIMENSIONS FAMILY DAY HOME PROGRAM INC.,906-4747 67 STREET,RED DEER,T4N6H3,4033460888,200,11/26/2019,Provider Review,Standard 2: Children's Information Records,Provider,,12/3/2019,,
B38584620691629FF8A4D91A4F3FD3C4,FAMILY DAY HOME,NEW DIMENSIONS FAMILY DAY HOME PROGRAM INC.,906-4747 67 STREET,RED DEER,T4N6H3,4033460888,200,11/26/2019,Provider Review,Standard 3: Portable Emergency Information Records,Provider,,12/3/2019,,
BF588CF665F37994D1BA6942B3648877,OUT OF SCHOOL CARE PROGRAM,SEEDS OF S.P.I.C.E. EARLY LEARNING CENTRE INC.,7 AUBURN BAY AVENUE SE,CALGARY,T3M0K6,4037020307,60,11/26/2019,INSPECTION,,,,,,
C0604762F22E9059F0129F1F7FEE476B,PRE-SCHOOL PROGRAM,ST. ALBERT MONTESSORI SCHOOL,6 BERNARD DRIVE,ST. ALBERT,T8N0B4,7804180001,30,11/26/2019,INSPECTION,,,,,,
C13CCD3C4ABAE4F63DDFE0C4E049F52E,PRE-SCHOOL PROGRAM,ASSOCIATION PREMATERNELLE GRANDIR A PETITS PAS,5505 MAGASIN AVENUE,BEAUMONT,T4X1V8,7809743558,17,11/26/2019,INSPECTION,,,,,,
C9DE2CE2EA0F9F6FB42297DEFD83A522,DAY CARE PROGRAM,"LETHBRIDGE MONTESSORI SCHOOL LTD, FORESTRY",3611 FORESTRY AVENUE SOUTH,LETHBRIDGE,T1K3L5,4033275222,140,11/26/2019,INSPECTION,23(1)(b)(ii) - Administration Records- daily attendance of primary staff member includes hours spent providing child care,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,,,
C9DE2CE2EA0F9F6FB42297DEFD83A522,DAY CARE PROGRAM,"LETHBRIDGE MONTESSORI SCHOOL LTD, FORESTRY",3611 FORESTRY AVENUE SOUTH,LETHBRIDGE,T1K3L5,4033275222,140,11/26/2019,INSPECTION,25(1)(a)(ii) - Core Requirements - each staff member/volunteer provides a current criminal record check to licence holder every 3 years,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,,,
CBE8188985B517E86AA04AE6A8FBD0D7,DAY CARE PROGRAM,KIDZ PLAYHOUSE DAYCARE,1613 20 AVENUE,DIDSBURY,T0M0W0,4033354757,52,11/26/2019,INSPECTION,,,,,,
CD2D998B7E996D9EFEAEE2C0DC4C8033,OUT OF SCHOOL CARE PROGRAM,HAPPY TIME CHILD CARE CENTRE,11263 OAKFIELD DR. SW,CALGARY,T2W4M2,4033834911,52,11/26/2019,INSPECTION,,,,,,
D24371406E7C0AEA80FFB5372BD37D39,OUT OF SCHOOL CARE PROGRAM,SADDLERIDGE DAYCARE OOSC,"108, 20 SADDLESTONE DRIVE NE",CALGARY,T3J0W8,4037648181,30,11/26/2019,COMPLAINT INVESTIGATION,24(3)(a) - Ratios and Maximum Group Size - maximum group size is 25,SCHEDULE 4 - OUT OF SCHOOL CARE PROGRAM,ORDER TO REMEDY,12/6/2019,,
DF02B18BA1A223FCA1A43ECD5BF97C29,OUT OF SCHOOL CARE PROGRAM,SUMMIT KIDS - DOYLE,8887 SCURFIELD DRIVE NW,CALGARY,T3L1H6,4034770490,55,11/26/2019,INCIDENT REPORT,,,,,,
E539BC7ED57CF4067273FEA1B54C587D,PRE-SCHOOL PROGRAM,PREMATERNELLE LA VERENDRYE,625 21 STREET,LETHBRIDGE,T1J5E4,4033202287,15,11/26/2019,INSPECTION,,,,,,
E760585B391C1B46E6D4F43C6D2DB4A3,DAY CARE PROGRAM,SADDLERIDGE DAYCARE,"108, 20 SADDLESTONE DRIVE NE",CALGARY,T3J0W8,4037648181,82,11/26/2019,COMPLAINT INVESTIGATION,27(3)(a) - Ratios and Maximum Group Size - minimum primary staff member to child ratio in mixed age groups based on the majority age of children in gr,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,12/6/2019,,
EB048ABD85642C455AC891C7F541C65D,OUT OF SCHOOL CARE PROGRAM,RECHOUSE - SAM LIVINGSTON ELEMENTARY,12011 BONAVENTURE DRIVE SE,CALGARY,T2J3G7,4036695634,56,11/26/2019,INSPECTION,,,,,,
F70C3CD09E9CC204BFC5086713058DC2,PRE-SCHOOL PROGRAM,ECOLE ST. MARY SCHOOL JUNIOR KINDERGARTEN,5630 MINK CREEK ROAD,WHITECOURT,T7S1M9,7807782050,41,11/26/2019,INSPECTION,,,,,,
021C20A7C35A529EA0938E1FAF9B4001,PRE-SCHOOL PROGRAM,CHILD'S GARDEN PRESCHOOL #4 (A),7102 - 14 AVENUE SW,CALGARY,T3H4G7,4032175658,40,11/25/2019,INSPECTION,,,,,,
0642628DBD525502B7AE6E1694FBFA77,DAY CARE PROGRAM,TODDLE INN DAY CARE SOCIETY,309 - 2 AVENUE,STRATHMORE,T1P1B3,4039345139,37,11/25/2019,INSPECTION,,,,,,
069A8947111B8F540AB3F276E5915B0D,DAY CARE PROGRAM,MOUNTAIN VIEW CHILD CARE SOCIETY,4410 - 47 AVE,OLDS,T4H1A2,5877961011,93,11/25/2019,INSPECTION,,,,,,
0ACC02D33EA4EFF18F14F748D05B1043,DAY CARE PROGRAM,CITY WEST CHILDCARE,9915 148 STREET,EDMONTON,T5N3G1,7804515691,100,11/25/2019,INSPECTION,,,,,,
0E0A834541F72A8348FD15C8741CC929,PRE-SCHOOL PROGRAM,LAGO LINDO PRESCHOOL,17123 95 STREET,EDMONTON,T5Z1Z9,7804570574,20,11/25/2019,INSPECTION,,,,,,
1B49D47F3C71A3B4950397B7DCA4AFE7,PRE-SCHOOL PROGRAM,SMART START PRESCHOOL(CLOSED),1A FIELDSTONE DRIVE,SPRUCE GROVE,T7X2Z3,7807218999,12,11/25/2019,INSPECTION,,,,,,
32BFB6B1F65DBC78D0FD0A67ED7A1786,OUT OF SCHOOL CARE PROGRAM,EDUCARE LEARNING AND CHILD CARE SERVICES,320A SADDLEBACK ROAD,EDMONTON,T6J4R7,7804307166,7,11/25/2019,FOLLOW UP TO ENFORCEMENT ACTION,,,,,,
3735CFB0405F42ABC70662F916DDC90E,DAY CARE PROGRAM,ANGEL WINGS DAYCARE INC.,2 WEST HALL PLACE,COCHRANE,T4C1M5,5877196972,46,11/25/2019,INITIAL LICENCE INSPECTION,,,,,,
3A19518D49F5E1F20AFCC2A1550707C4,OUT OF SCHOOL CARE PROGRAM,DAYDREAMS AT SPITZEE OSC,409 MACLEOD TRAIL,HIGH RIVER,T1V1B4,4034984644,65,11/25/2019,INSPECTION,,,,,,
4A7CB3576C15CB78103BC5FA7DFDCBE8,PRE-SCHOOL PROGRAM,DUNLUCE PRESCHOOL SOCIETY,11620 162 AVENUE,EDMONTON,T5X4L9,7804563978,21,11/25/2019,RENEWAL LICENCE INSPECTION,,,,,,
529235C8416D0E7E3B5D4D4C35669BEE,DAY CARE PROGRAM,YMCA PATTERSON CHILD CARE,9701 PRAIRIE ROAD,GRANDE PRAIRIE,T8V6G5,7805329656,68,11/25/2019,RENEWAL LICENCE INSPECTION,,,,,,
5B04FAD95795B4819FD5D9B4A9783447,PRE-SCHOOL PROGRAM,CAMINITOS SPANISH PLAYSCHOOL,9802 76 AVENUE NW,EDMONTON,T6E1K5,7802405332,17,11/25/2019,FOLLOW UP TO ENFORCEMENT ACTION,,,,,,
5B135CC969F62B4780DEE24BB2D100AD,DAY CARE PROGRAM,MAMA'S DAYCARE,6414 118 AVENUE,EDMONTON,T5W1G3,5875211799,24,11/25/2019,INSPECTION,24(a) - Portable Record- for child as per Section 22,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,12/5/2019,,
5CE76A43FE9211C9D9104BE83A838240,OUT OF SCHOOL CARE PROGRAM,LEDUC ESTATES BEFORE/AFTER SCHOOL CARE,95 ALTON DRIVE,LEDUC,T9E5K4,7809866750,51,11/25/2019,INSPECTION,,,,,,
5D34F51EF261795ED778A11BDBF0273F,PRE-SCHOOL PROGRAM,WEST HILLHURST COMMUNITY PRE-SCHOOL,1940 - 6 AVENUE NW,CALGARY,T2N0W3,4032830464,35,11/25/2019,INSPECTION,20(2)(a) - Core Requirements - new staff member must provide criminal record check within 8 weeks of commencement,SCHEDULE 5 - PRE-SCHOOL PROGRAM,ORDER TO REMEDY,11/26/2019,,
5F9EBDD32D06E1E52492E868C89DB7C7,OUT OF SCHOOL CARE PROGRAM,DOVER DAY CARE,"UNIT 7/8, 3525 - 26 AVENUE SE",CALGARY,T2B2M9,5873522770,25,11/25/2019,COMPLAINT INVESTIGATION,,,,,,
65289B2E15AA8578D2D59EA06FD61E22,DAY CARE PROGRAM,CLEVER DAYCARE LTD.,3131 - 45 AVENUE SW,CALGARY,T3E8A7,4034744157,147,11/25/2019,CONSULTATION,,,,,,
6958FEA2741167F9E326EFABCA97BE8D,OUT OF SCHOOL CARE PROGRAM,KIDS & COMPANY MARDA LOOP,"200, 3425 - 22 STREET SW",CALGARY,T2T6S8,4034520362,15,11/25/2019,INCIDENT REPORT,,,,,,
92B6AEC4F493CDB6A28A096CE84BFF30,PRE-SCHOOL PROGRAM,WILDWOOD PLAY SCHOOL,4411 SPRUCE DRIVE SW,CALGARY,T3C3B1,4036861074,20,11/25/2019,INSPECTION,,,,,,
92F4059DC8E8C96ABB9BF82A279FC7FC,PRE-SCHOOL PROGRAM,ALIX PRESCHOOL,4723 49TH STREET,ALIX,T0C0B0,4035885199,30,11/25/2019,INSPECTION,9(b) - Duty to post report,ACT,ORDER TO REMEDY,12/2/2019,,
9405AB8803121545C44240D29305E447,OUT OF SCHOOL CARE PROGRAM,KNOTTWOOD KINDER SCHOOL AND OUT OF SCHOOL CARE,445 KNOTTWOOD ROAD WEST,EDMONTON,T6K3N1,7804627283,40,11/25/2019,INSPECTION,,,,,,
A0A1EAFFF762235071722CC2CA99A679,OUT OF SCHOOL CARE PROGRAM,TODDLE INN DAY CARE SOCIETY,309 - 2 AVENUE,STRATHMORE,T1P1B3,4039345139,26,11/25/2019,INSPECTION,,,,,,
