Name,Prov_Terr,City,Address,Age_Groups,Telephone,
The Early Childhood Academy,Ontario,Caledon,Simona Drive Caledon ON,Infant Toddler Preschool,416 904 3183,
Village Child Care Centre Inc.,Ontario,Caledon,2976 Charleston Sideroad Caledon ON,Toddler Preschool,519-927-3000,
Weewatch,Ontario,Caledon,stowmarket st Caledon ON,Infant Toddler Kindergarten Preschool Schoolage,647-933-1151,
Weewatch,Ontario,Caledon,learmount ave Caledon ON,Infant Toddler Kindergarten Preschool Schoolage,647-933-1153,
Weewatch,Ontario,Caledon,icefall road Caledon ON,Infant Toddler Kindergarten Preschool Schoolage,647-933-1153,
Caledon Hills Montessori,Ontario,Caledon East,6046 Old Church Rd Caledon East ON,Preschool,905-584-5114,
Tender Hearts Children's Programs,Ontario,Caledon Village,19175 Kennedy Rd Caledon Village ON,Kindergarten Preschool,(519)927-3234,
Haldimand Norfolk Reach School Age Program,Ontario,Caledonia,35 Braemar Avenue Caledonia ON,Schoolage,905-765-1975,
Karen,Ontario,Caledonia,Thistlemoor Drive Caledonia ON,Infant Toddler Preschool,905-765-4058,
Lala's Home Daycare,Ontario,Caledonia,50 Thistlemoor Dr Caledonia ON,Infant Toddler Kindergarten Preschool Schoolage,905-765-1726,
Mary Poppins Co-Operative Preschool,Ontario,Caledonia,100 Haddington Street Caledonia ON,Preschool,905-765-6461,
Mckinnon Park Child Care Centre,Ontario,Caledonia,91 Haddington Street Caledonia ON,Infant Toddler Preschool,905-765-1975,
Stephanie's Home Daycare,Ontario,Caledonia,Morgan Drive Caledonia ON,Toddler Kindergarten Preschool Schoolage,905-765-9958,
Tina's Daycare,Ontario,Caledonia,Balvenie Blvd. Caledonia ON,Infant Toddler Kindergarten Preschool Schoolage,905 520-8418,
Callander School Age Program,Ontario,Callander,249 Lansdowne Avenue East Callander ON,Kindergarten Schoolage,705-386-0553,
Tammy's Home Daycare,Ontario,Callander,Waltonian Drive Callander ON,Infant Toddler Preschool,519-589-9130,
"YMCA, St. Theresa Early Learning Child Care Centre",Ontario,Callander,1475 Main Street North Callander ON,Toddler Kindergarten Preschool Schoolage,705-497-1915 Ext: 225,
Little Lambs Gathering Centre: Mananstaneshuk Ma Mo Kapshewin,Ontario,Calstock,2 Musko Road Calstock ON,Infant Toddler Kindergarten Preschool Schoolage,705-463-1199 Ext: 125,
A HOME AWAY FROM HOME DAYCARE (At Home Daycare),Ontario,Cambridge,Johanna Dr Cambridge ON,Infant Toddler Kindergarten Preschool Schoolage,519-620-0848,
A Is For Apple,Ontario,Cambridge,Maryann Price Lane Cambridge ON,Infant Toddler Preschool,519-212-1898,
A Teddy Bears Childcare,Ontario,Cambridge,Elma Place Cambridge ON,Infant Toddler Preschool,,
Angela's Angels,Ontario,Cambridge,Gillespie Court Cambridge ON,Infant Toddler Kindergarten Preschool Schoolage,519-260-0259,
Ashley's Home Childcare,Ontario,Cambridge,Keefer Court Cambridge ON,Infant Toddler Kindergarten Preschool Schoolage,226-606-0451,
Brandi's Home Child Care,Ontario,Cambridge,Waffler Cres Cambridge ON,Infant Toddler Kindergarten Preschool Schoolage,,
Brason Academy Montessori School,Ontario,Cambridge,221 Holiday Inn Drive Cambridge ON,Preschool,519-220-1244,
Bugs And Butterflies Daycare,Ontario,Cambridge,Rife Ave. Cambridge ON,Infant Toddler Kindergarten Preschool,226-808-6432,
Cambridge Children's Centre,Ontario,Cambridge,99 Beechwood Road Cambridge ON,Toddler Kindergarten Preschool,519-622-4390,
Cartwheels And Puddles,Ontario,Cambridge,Scott Rd. Cambridge ON,Toddler Kindergarten Preschool Schoolage,519-502-5738,
Alisha's Home Daycare,Ontario,Campbellford,76 Centre St Campbellford ON,Infant Toddler Kindergarten Preschool Schoolage,705-653-1726,
Beehive Day Care Centre,Ontario,Campbellford,35 Centre Street Campbellford ON,Toddler Kindergarten Preschool Schoolage,705-653-5375,
Trent Hills Montessori School,Ontario,Campbellford,699 Percy Boom Road Campbellford ON,Toddler Preschool,705-653-0027,
Brock Nursery School - Cannington,Ontario,Cannington,91 Elliot St. Cannington ON,Preschool,905-404-4792,
Capreol Child Care Centre,Ontario,Capreol,26 Meehan Street Capreol ON,Toddler Kindergarten Preschool,705-858-0651,
Capreol Child Care Centre - C.r. Judd Before And After School Program,Ontario,Capreol,8 Lincoln Street Capreol ON,Kindergarten Preschool Schoolage,705-858-0651,
Jodis Child Care,Ontario,Capreol,Oak Capreol ON,Infant Toddler Kindergarten Preschool Schoolage,705-397-0118,
Cardiff Wee Care,Ontario,Cardiff,2 Short Street Cardiff ON,Preschool,705-457-3677,
CHUNKY MONKEY,Ontario,Cardinal,DUNDAS ST CARDINAL ON,Infant Toddler Kindergarten Preschool Schoolage,613 657 1041,
Albert Duncan Child Care Centre,Ontario,Carleton Place,389 Bridge Street Carleton Place ON,Infant Toddler,613-257-5429,
Arklan Child Care Centre,Ontario,Carleton Place,123 Patterson Crescent Carleton Place ON,Toddler Kindergarten Preschool Schoolage,613-257-1625,
Barbara's Childcare,Ontario,Carleton Place,340 Dufferin Street Carleton Place ON,Infant Toddler Kindergarten Preschool Schoolage,613-421-6451,
Beckwith Child Care Centre,Ontario,Carleton Place,1523 9th Line Beckwith Township Carleton Place ON,Kindergarten Preschool Schoolage,613-257-4251,
Bright Beginnings,Ontario,Carleton Place,Code Crescent Carleton Place ON,Infant Toddler Preschool,613-808-2443,
Caldwell School Program,Ontario,Carleton Place,70 Caldwell Street Carleton Place ON,Kindergarten Schoolage,613-253-0943,
Carambeck Before And After School Program And Nursery School,Ontario,Carleton Place,351 Bridge Street Carleton Place ON,Preschool Schoolage,613-257-1625 ext. 5100,
Carleton Place Daycare Station,Ontario,Carleton Place,132 Coleman Street Carleton Place ON,Toddler Preschool,613-253-0597,
Charles Street Home Childcare,Ontario,Carleton Place,Charles Streert Carleton Place ON,Infant Toddler Preschool Schoolage,613-253-7819,
Day By Day Child Learning Center,Ontario,Carleton Place,532 High Street Carleton Place ON,Infant Toddler Preschool Schoolage,613-253-0575,
Awesome Beginnings Co-Operative Nursery School,Ontario,Carlisle,1496 Centre Road Carlisle ON,Preschool,905-689-2307,
Carlisle Childcare,Ontario,Carlisle,PO Box121 Centre Road Carlisle ON,Infant Toddler Kindergarten Preschool Schoolage,905-690-6655,
Our Lady Of Mount Carmel Children's Centre,Ontario,Carlisle,1624 Centre Road Carlisle ON,Preschool Schoolage,905-689-7277,
Carp Nursery School,Ontario,Carp,3774 Carp Road Carp ON,Preschool,613-839-3416,
Dhduf,Ontario,Carp,S n Carp ON,Toddler Kindergarten Preschool Schoolage,,
Silvana's Home Daycare,Ontario,Carp,Country Carriage Way Carp ON,Infant Toddler Kindergarten Preschool,613-402-1026,
Centre ̉ducatif Jean-Miguel,Ontario,Casselman,213 Rue Laurier Casselman ON,Toddler Preschool,613-764-0415,
Centre ̉ducatif Quatre Saisons,Ontario,Casselman,731B Rue Des Pommiers Casselman ON,Infant Toddler Preschool Schoolage,613-764-3559,
Garderie Bebebulle Et Tra-la-la,Ontario,Casselman,St-Joseph Casselman ON,Infant Toddler Kindergarten Preschool,613-406-4348,
Garderie Petits Pieds,Ontario,Casselman,filion Casselman ON,Infant Toddler,613-845-0348,
Garderie Quatre Saisons,Ontario,Casselman,729 Rue St-Isidore Casselman ON,Infant Toddler Kindergarten Preschool Schoolage,613-764-3552,
Happiness Is Co-Op Preschool,Ontario,Cayuga,8 Munsee Street Cayuga ON,Preschool,905-772-3558,
Ywca Cayuga Child Care Centre And Kidzone,Ontario,Cayuga,69 Talbot Street East Cayuga ON,Preschool Schoolage,905-772-2939,
Anita's Home DayCare,Ontario,Chalk River,Laroche Cres Chalk River ON,Toddler Kindergarten Preschool,613 589 9765,
Chalk River Nursery School,Ontario,Chalk River,19 Railway Street Chalk River ON,Preschool,613-589-2540,
Chapleau Child Care Centre De Garde D'Enfants,Ontario,Chapleau,28 Golf Road Chapleau ON,Infant Toddler Preschool Schoolage,705-864-1886,
Adventure Hours In Chatham Nursery School,Ontario,Chatham,60 William Street South Chatham ON,Toddler Preschool,519-354-5050,
Chatham-Kent Family YMCA - Gregory Drive,Ontario,Chatham,180 Gregory Drive West Chatham ON,Kindergarten Preschool Schoolage,519-352-5151,
Chatham-Kent Family YMCA - King Street,Ontario,Chatham,335 King Street West Chatham ON,Toddler Kindergarten Preschool Schoolage,519-352-0950,
Children's Village Day Care,Ontario,Chatham,58 Dover Street Chatham ON,Infant Toddler Kindergarten Preschool,519-354-9888,
Home Away From Home Family Childcare,Ontario,Chatham,11 Iris Court Chatham ON,Infant Toddler Preschool,519-351-8550,
Kids' Stuff - The Family Learning Centre On The Thames,Ontario,Chatham,995 Grand Ave West Chatham ON,Infant Toddler Kindergarten Preschool,519-351-5364,
Kids' Stuff @ Queen Elizabeth II Public School,Ontario,Chatham,79 Eugenie St. Chatham ON,Kindergarten,519-351-5364,
Kids' Stuff @ Victor Lauriston Public School,Ontario,Chatham,44 Alexandra St. Chatham ON,Kindergarten,529-351-5364,
Kids' Stuff @ Winston Churchill Public School,Ontario,Chatham,30 Crystal Dr. Chatham ON,Infant Toddler Kindergarten Preschool,519-351-5364,
May Court,Ontario,Chatham,McNaughton Ave Chatham ON,Toddler,519397083,
Bumblebee Day Care,Ontario,Chelmsford,69 Simmons Road Chelmsford ON,Infant Toddler Kindergarten Preschool Schoolage,705-855-7496,
Carrefour Francophone - Garderie Au Pavillon - Pavillon Des Tout-Petits,Ontario,Chelmsford,370 Cote Chelmsford ON,Toddler Preschool Schoolage,705-855-1362,
Garderie Francophone L'apprenti Sage,Ontario,Chelmsford,125 wiliam st Chelmsford ON,Infant Toddler Preschool,(705) 590-2070,
Kelly's Home Daycare,Ontario,Chelmsford,3641 keith ave. Chelmsford ON,Infant Toddler Preschool,855-0052,
"Our Children, Our Future-Nos Enfants, Notre Avenir - Alliance St. Joseph",Ontario,Chelmsford,3634 Errington Street Chelmsford ON,Toddler Kindergarten Preschool Schoolage,705-677-0440,
"Our Children, Our Future-Nos Enfants, Notre Avenir - Chelmsford Public Scho",Ontario,Chelmsford,121 Charlotte Street Chelmsford ON,Toddler Preschool Schoolage,705-855-5981,
"Our Children, Our Future-Nos Enfants, Notre Avenir - St. Charles Site",Ontario,Chelmsford,26 Charlotte Street Chelmsford ON,Infant Toddler Kindergarten Preschool Schoolage,705-855-4859,
Before And After School Program - Kinghurst Community School,Ontario,Chesley,1st Avenue North Chesley ON,Schoolage,519-986-3351,
Chesley Nursery School,Ontario,Chesley,59 3rd Street S.W. Chesley ON,Preschool,519-363-2282,
Happy Face Nursery School,Ontario,Chesterville,P.o. Box 448 Chesterville ON,Preschool,613-448-2771,
Wendy's Little Wonders,Ontario,Chesterville,Armstrong Place Chesterville ON,Infant Toddler Kindergarten Preschool Schoolage,613-448-3468,
Whitney's Growing Minds Childcare,Ontario,Chesterville,Howard Street Chesterville ON,Infant Toddler Kindergarten Preschool Schoolage,613-282-4474,
Beausoleil First Nation - Christian Island Latchkey,Ontario,Christian Island,69A Kate Kegwin Street Christian Island ON,Schoolage,705-247-2265,
Adair's Chip And Dale Day Nursery,Ontario,Claremont,5065 Old Brock Road North Claremont ON,Infant Toddler Kindergarten Preschool Schoolage,905-649-2315,
Garderie Ste-F̩licit̩,Ontario,Clarence Creek,1647 Rue Landry Clarence Creek ON,Toddler Schoolage,613-488-3030,
Ladybug Daycare,Ontario,Clarence Creek,Landry Street Clarence Creek ON,Infant Toddler Preschool,613-488-9828,
Garderie Le Carrousel,Ontario,Clarence-rockland,1560 Rue Laurier Clarence-Rockland ON,Toddler Preschool,613-446-5853,
Garderie Parascolaire Carrefour-Jeunesse,Ontario,Clarence-rockland,927 Rue St. Jean Clarence-Rockland ON,Kindergarten Schoolage,613-446-6700,
Julie's DayCare,Ontario,Clarence-rockland,Albert Street Clarence-Rockland ON,Infant Toddler Kindergarten Preschool Schoolage,6138645952,
Rockland Public School Daycare,Ontario,Clarence-rockland,999 Giroux Clarence-Rockland ON,Kindergarten Schoolage,613-446-6001,
St. Patrick's School Age Day Care Centre,Ontario,Clarence-rockland,1001 Promenade H̩ritage Clarence-Rockland ON,Kindergarten Schoolage,613-446-4406,
Tiny Hoppers Rockland,Ontario,Clarence-rockland,2768 Laurier St Clarence-Rockland ON,Toddler Preschool Schoolage,613-446-2333,
Clifford Cooperative Nursery School,Ontario,Clifford,17 Allan Street E Clifford ON,Preschool,519-327-8223,
Clinton Co-Operative Childcare Centre,Ontario,Clinton,165 Princess Street Clinton ON,Toddler Preschool Schoolage,519-482-5777,
ST. JOSEPH'S BEST START,Ontario,Clinton,297 Smith St. N. Clinton ON,Kindergarten Schoolage,519-482-5777,
Tuckersmith Day Nursery,Ontario,Clinton,26 Toronto Blvd Clinton ON,Toddler Preschool Schoolage,519-482-7634,
Cobalt St. Patrick School Early Learning Program,Ontario,Cobalt,119 Lang Street Cobalt ON,Preschool,705-672-2100,
C.r. Gummow YMCA Child Care,Ontario,Cobourg,287 Gravely Street Cobourg ON,Toddler Preschool Schoolage,905-372-9714,
Cobourg Day Care,Ontario,Cobourg,325 Alexander Drive Cobourg ON,Infant Toddler Kindergarten Preschool Schoolage,905-372-9507,
Cobourg YMCA Child Care,Ontario,Cobourg,339 Elgin Street West Cobourg ON,Preschool,905-372-0161,
Cook's Home Child Care Agency,Ontario,Cobourg,172 Queen Street Cobourg ON,Infant Toddler Kindergarten Preschool Schoolage,905-372-2143,
Escuelita Home Daycare,Ontario,Cobourg,County Rd 45 Cobourg ON,Infant Toddler Kindergarten Preschool Schoolage,289-251-6648,
Junior Set Nursery School,Ontario,Cobourg,326 Ball Street Cobourg ON,Preschool,905-372-3756,
Shirley's Home Daycare,Ontario,Cobourg,89 Darcy Street Cobourg ON,Infant Toddler Kindergarten Preschool Schoolage,905-372-8917,
St. Joseph's YMCA Child Care - Northumberland,Ontario,Cobourg,919 D'Arcy Street North Cobourg ON,Kindergarten Preschool,905-372-6444,
St. Peter's Pre-School Learning Centre,Ontario,Cobourg,240 College Street Cobourg ON,Preschool,905-373-1296,
Terry Fox YMCA Child Care,Ontario,Cobourg,1065 Riddell Avenue Cobourg ON,Preschool Schoolage,905-373-4664,
Cochrane Child Care Centre,Ontario,Cochrane,435 Tenth Street Cochrane ON,Toddler Kindergarten Preschool Schoolage,705-272-6092,
Garderie Clin D'oeil - Cochrane,Ontario,Cochrane,399 8i̬me rue Cochrane ON,Toddler Kindergarten Preschool Schoolage,705-272-4393,
Coe Hill Public School Best Start Site,Ontario,Coe Hill,2149 Highway 620 Coe Hill ON,Kindergarten,613-332-0179,
Kyra's Home Daycare,Ontario,Colborne,Burham Ave Colborne ON,Kindergarten Schoolage,905-809-4971,
Little Sprouts At Evergreen,Ontario,Colborne,176 Elm Street Colborne ON,,(289) 273-2283,
A Place To Grow,Ontario,Coldwater,west street Coldwater ON,Infant Toddler Kindergarten Preschool Schoolage,705-6867618,
Buzzy Beez Daycare,Ontario,Coldwater,John street Coldwater ON,Infant Toddler Kindergarten Preschool Schoolage,(705) 812-3878,
Coldwater Cooperative Nursery School,Ontario,Coldwater,20 Gray Street Coldwater ON,Preschool,705-686-3781,
Daphne's,Ontario,Coldwater,Harriet Street Coldwater ON,Toddler Preschool,7056863466,
Elmo's Playhouse,Ontario,Coldwater,223 Medonte Road 2  R. R. #2 Coldwater ON,Infant Toddler Kindergarten Preschool Schoolage,705-835-5747,
Home Care - Alternate-Sick Daycare,Ontario,Coldwater,Harriet Street Coldwater ON,Toddler Kindergarten Preschool Schoolage,705-812-1484,
Lisa O'Hara's Daycare,Ontario,Coldwater,5 Bush Street Coldwater ON,Infant Toddler Kindergarten Preschool Schoolage,705-686-3494,
Collingwood's Little People's Day Care Centre,Ontario,Collingwood,325 Hurontario Street Collingwood ON,Toddler Preschool,705-444-2552,
Little Bear's Christian Daycare,Ontario,Collingwood,20 Courtice Crescent Collingwood ON,Infant Toddler Kindergarten Preschool Schoolage,705-293-2252,
Little House Montessori,Ontario,Collingwood,140 Maple Street Collingwood ON,Toddler Kindergarten Preschool Schoolage,705-444-9997,
Little Wonders,Ontario,Collingwood,Davis St Collingwood ON,,,
Maclean Home Daycare,Ontario,Collingwood,Maclean Ave. COllingwood ON,Infant Toddler Preschool,6475447449,
Maple Lane Nursery School,Ontario,Collingwood,28 Tracey Lane Collingwood ON,Preschool,705-445-0086,
Tots 'n' Tykes Child Care Centre,Ontario,Collingwood,60 Ninth Street Collingwood ON,Toddler Preschool,705-445-5515,
YMCA School Age - Admiral Collingwood Elementary School,Ontario,Collingwood,15 Dey Drive Collingwood ON,Schoolage,705.444.0188,
YMCA School Age - Cameron Street Public School,Ontario,Collingwood,575 Cameron Street Collingwood ON,Schoolage,705.444.0188,
YMCA School Age - Connaught Public School,Ontario,Collingwood,301 Peel Street Collingwood ON,Schoolage,705.444.0188,
Dee's Daycare,Ontario,Concord,New Seabury Drive Concord ON,Infant Toddler Preschool,416-500-3971,
Glen Shields Co-Operative Nursery School,Ontario,Concord,7894 Dufferin Street Concord ON,Preschool,905-886-8466,
Harmonie Montessori School,Ontario,Concord,545 Rivermede Road Concord ON,Toddler Kindergarten Preschool Schoolage,9057601774,
Little HandsAt Play Daycare,Ontario,Concord,411 Confederation Parkway Concord ON,Infant Toddler Kindergarten Preschool Schoolage,9057611227,
Mini-Mozart Home Daycare,Ontario,Concord,Forest run blv Concord ON,Infant Toddler Kindergarten Preschool,905 303 1445,
North Hill Private School,Ontario,Concord,9050 Dufferin Street Concord ON,Toddler Preschool,905-417-9779,
St Joseph The Worker Child Care Centre,Ontario,Concord,206 Glen Shields Avenue Concord ON,Kindergarten Preschool Schoolage,905-660-3527,
St. Joseph The Worker Child Care Centre,Ontario,Concord,206 Glen Shields Avenue Concord ON,Toddler Preschool Schoolage,905-738-5566,
ABC Daycare,Ontario,Coniston,Caruso st Coniston ON,Toddler Kindergarten Preschool,,
Babies And Bears Daycare,Ontario,Coniston,65 Fourth ave Coniston ON,Infant Toddler Kindergarten Preschool Schoolage,705-694-5689,
Garderie Touche-̀-Tout - Les Petits Chevaliers De La Garderie Touche-̀-Tout,Ontario,Coniston,2 Edward Avenue Coniston ON,Toddler Preschool Schoolage,705-694-4177,
Teddy Bear Day Care - St. Paul Site,Ontario,Coniston,1 Edward Street N. Coniston ON,Infant Toddler Kindergarten Preschool Schoolage,705-693-5282,
Lily Bugs Daycare,Ontario,Consecon,10 division blvd Consecon ON,Infant Toddler Kindergarten Preschool Schoolage,613-920-4264,
Five Little Monkeys Childcare,Ontario,Cookstown,11th Line Cookstown ON,Toddler Kindergarten Preschool Schoolage,705 458 1525,
Rebecca's Home Away From Home Childcare!,Ontario,Cookstown,wellington st Cookstown ON,Infant Toddler Kindergarten Preschool Schoolage,6472728044,
Snuggle Bear Daycare,Ontario,Cookstown,elizabeth street Cookstown ON,Infant Toddler Preschool,,
TipToes Family Childcare,Ontario,Cookstown,14th Line Cookstown ON,Infant Toddler Kindergarten Preschool Schoolage,4165807229,
Copper Cliff Pre-School Program,Ontario,Copper Cliff,50 School Road Copper Cliff ON,Preschool,705-682-4721,
Kiddie Copper Day Care,Ontario,Copper Cliff,Copper Cliff Copper Cliff ON,Infant Toddler Kindergarten Preschool,919-9357,
Walden Day Care Centre,Ontario,Copper Cliff,50 School Street Copper Cliff ON,Preschool Schoolage,705-692-9306,
A Child's Secret Garden,Ontario,Cornwall,146 Chevrier Avenue Cornwall ON,Infant Toddler Kindergarten Preschool Schoolage,613-936-6730,
Centre ̉ducatif 'la Nativit̩',Ontario,Cornwall,146 Rue Chevrier Cornwall ON,Infant Toddler Preschool,613-938-0836,
Centre ̉ducatif Horizon-Jeunesse,Ontario,Cornwall,780 Rue Sydney Cornwall ON,Preschool Schoolage,613-936-0889,
Centre ̉ducatif Notre-Dame,Ontario,Cornwall,420 Rue 15i̬me Ouest Cornwall ON,Toddler Kindergarten Preschool Schoolage,613-936-8457,
Centre ̉ducatif Rose Des Vents,Ontario,Cornwall,1650 2e Rue Est Cornwall ON,Preschool,613-936-0761,
Free To Become Before And After School Program,Ontario,Cornwall,200 Amelia Street Cornwall ON,Infant Toddler Kindergarten Preschool Schoolage,613-551-5615,
Kinderhouse Child Care Centre,Ontario,Cornwall,581 Cheryl St. Cornwall ON,Toddler Preschool,613-933-4455,
Le Petit Soleil Bilingual Home Child Care,Ontario,Cornwall,Donald Ave Cornwall ON,Infant Toddler Kindergarten Preschool,613-932-6444,
Richelieu Day Care,Ontario,Cornwall,305 York St Cornwall ON,Toddler Preschool,613-933-5730,
River Front School Age Program,Ontario,Cornwall,1810 Montreal Road Cornwall ON,Toddler Preschool Schoolage,613-363-1732,
ST. JOSEPH'S CHILD CARE CENTRE,Ontario,Corunna,535 Birchbank Drive Corunna ON,Infant Toddler Kindergarten Preschool Schoolage,519-542-0896,
Sunshine Corner Nursery School And Day Care,Ontario,Corunna,249 Clairwood Crescent Corunna ON,Preschool Schoolage,519-862-1265,
Once Upon A Time Child Care Centre,Ontario,Cottam,122 Fox Street Cottam ON,Infant Toddler Preschool Schoolage,519-839-5666,
Once Upon A Time Child Care Centre,Ontario,Cottam,302 County Road 27 Cottam ON,Toddler Preschool Schoolage,519-776-6555,
Angelas Before And After School Care,Ontario,Courtice,simnick cres Courtice ON,Schoolage,9052590389,
Anny's Home Child Care,Ontario,Courtice,Glenabbey Dr Courtice ON,Toddler Preschool,905-240-3670,
Before And After School Care,Ontario,Courtice,24 Bathgate Crescent Courtice ON,Kindergarten Schoolage,289-240-9034,
Clarington Kids,Ontario,Courtice,2950 Courtice Road North Courtice ON,Infant Toddler Preschool Schoolage,905-432-3969,
Daycare Closed,Ontario,Courtice,Hearthstone Cres Courtice ON,,4164395285,
Dr. Emily Stowe Child Care Centre,Ontario,Courtice,71A Sandringham Drive Courtice ON,Preschool Schoolage,905-432-0968,
Dr. G.j. Macgillivray YMCA Schoolage Program,Ontario,Courtice,75 Meadowglade Road Courtice ON,Toddler Preschool Schoolage,905-987-5305,
Good Shepherd School Age Program,Ontario,Courtice,20 Farmington Drive Courtice ON,Toddler Preschool Schoolage,905-432-7630,
Grow With Me Daycare,Ontario,Courtice,Alderbrook Courtice ON,Toddler Preschool,289-404-1248,
Happy Hippo Childcare,Ontario,Courtice,Eastfield Cres Courtice ON,Infant Toddler Kindergarten Preschool Schoolage,905-431-1420,
LORI'S DAY CARE,Ontario,Courtland,191 TALBOT RD COURTLAND Courtland ON,Infant Toddler Kindergarten Preschool Schoolage,519-842-9174,
Safe Clean And Loving!,Ontario,Courtright,116 Templeton Courtright ON,Infant Toddler Kindergarten Preschool Schoolage,519-330-5574,
Teddy Bears Picnic Children's Centre,Ontario,Creemore,6 Elizabeth Street East Creemore ON,Toddler Kindergarten Preschool Schoolage,705-466-2241,
Andrea's Daycare,Ontario,Crysler,Pleasant st Crysler ON,Kindergarten Preschool Schoolage,613 987 2540,
Daycare,Ontario,Crysler,Crysler Crysler ON,,6132987,
Line's Daycare,Ontario,Crysler,Champagne Ext Crysler ON,Infant Toddler Kindergarten Preschool Schoolage,6132951306,
Sue's Home Daycare,Ontario,Crysler,Princess Street Crysler ON,Infant Toddler Preschool,613-875-7300,
Ashley's Daycare,Ontario,Crystal Beach,Fairfield Ave Crystal Beach ON,Infant Toddler,905-714-3528,
Crystal Beach Childcare,Ontario,Crystal Beach,145 Derby Road Crystal Beach ON,Preschool Schoolage,905-894-3900,
Fort Erie YMCA - St. George,Ontario,Crystal Beach,3800 Wellington Road Crystal Beach ON,Kindergarten Schoolage,905-894-1719,
Mom's Care,Ontario,Crystal Beach,150 Derby Road Crystal Beach ON,Toddler Kindergarten Preschool,6473089520,
Just Like Home Daycare,Ontario,Cumberland,1213 arbuste ave Cumberland ON,Infant Toddler Kindergarten Preschool Schoolage,613 833 1573,
"La Coccinelle, Arc-En-Ciel",Ontario,Cumberland,1830 Promenade Portobello Cumberland ON,Kindergarten Preschool Schoolage,613-841-4034,
Orleans Montessori Children's House,Ontario,Cumberland,1212 Arbuste Avenue Cumberland ON,Preschool,613-833-1442,
Cumberland Beach Daycare,Ontario,Cumberland Beach,3388 Lee Ave Cumberland Beach ON,Infant Toddler Kindergarten Preschool,705-241-3508,
Children's Junction,Ontario,Deep River,51 Poplar Street Deep River ON,Toddler Kindergarten Preschool Schoolage,613-584-4263,
Deep River Nursery School Cooperative,Ontario,Deep River,1 Brockhouse Way Deep River ON,Preschool,613-584-4911,
Children's Laugh And Learn Day Care Of Delhi,Ontario,Delhi,144 Western Avenue Delhi ON,Preschool,519-582-3764,
Delhi Daycare,Ontario,Delhi,2066 hwy 3 delhi ON,Infant Toddler Preschool,226 270 4924,
Diane Bilingual Daycare Services,Ontario,Delhi,Hwy 3 delhi Delhi ON,Infant Toddler Kindergarten Preschool Schoolage,,
Happy Hearts Home Daycare,Ontario,Delhi,Talbot Rd Delhi ON,,403-975-8504,
Lisa's Home Daycare,Ontario,Delhi,236 Harris St. Delhi ON,Infant Toddler Kindergarten Preschool Schoolage,519-582-8234,
Shell's Daycare,Ontario,Delhi,wintergreen Delhi ON,Infant Toddler Preschool,519 582 8690,
Teenies Tots Daycare,Ontario,Delhi,Connaught st Delhi ON,Infant Toddler Kindergarten Preschool Schoolage,5195823187,
Abigail's Best Start Program,Ontario,Deseronto,385 Stanley Street Deseronto ON,Kindergarten Schoolage,613-961-1884,
Close To Home Child And Family Care Centre,Ontario,Deseronto,309 Main Street Deseronto ON,Toddler Preschool Schoolage,613-396-4663,
Eksa O'Kon:A' Child Care Centre,Ontario,Deseronto,R.R.#1 Deseronto ON,Kindergarten Preschool Schoolage,613-967-4401,
Just Like Home,Ontario,Deseronto,Pearl Street Deseronto ON,Toddler Preschool,613-396-1618,
Tahatikonhsotontie Head Start,Ontario,Deseronto,9 Deserontyon Drive Deseronto ON,Preschool,613-396-6716,
Country View Child Care Centre,Ontario,Devlin,195 Highway 613 North Devlin ON,Toddler Preschool Schoolage,807-486-1264,
"Little Hands, Big Hearts Childcare",Ontario,Don Mills,Cassandra Boulevard Don Mills ON,Infant Toddler Preschool,416.903.0216,
CHRISTIAN KID'S CLUB NURSERY SCHOOL,Ontario,Dorchester,4100 Catherine Street Dorchester ON,Preschool,519-671-9442,
Dorchester Child Care,Ontario,Dorchester,Village Gate Crescent Dorchester ON,Infant Toddler Kindergarten Preschool Schoolage,(519)268-3422,
Dorchester Co-Operative Nursery School,Ontario,Dorchester,4065 Catherine Street E. Dorchester ON,Preschool,519-268-7911,
Gisele's  Home  Childcare,Ontario,Dorchester,queen st Dorchester ON,Infant Toddler Kindergarten Preschool Schoolage,519 268 8719,
Kinder Kollege,Ontario,Dorchester,26 Fox Hollow Drive Dorchester ON,Toddler Kindergarten Preschool Schoolage,(226)456 8746,
London Children's Connection,Ontario,Dorchester,3966 Catherine Street Dorchester ON,Toddler Preschool Schoolage,519-268-3432,
Seafield Day Nursery,Ontario,Downsview,100 Yorkgate Blvd. Downsview ON,Infant Toddler Kindergarten Preschool Schoolage,416-663-0596,
Home Away From Home Daycare,Ontario,Drayton,65 Wood St Drayton ON,Infant Toddler,519-638-3402,
Mapleton Preschool,Ontario,Drayton,35 High Street Drayton ON,Preschool,519-638-3331,
Dresden Co-Op Nursery School,Ontario,Dresden,187 Brown Street Dresden ON,Preschool,519-359-7366,
Lambton Rural Child Care,Ontario,Dresden,10923 Countryview Line Dresden ON,Kindergarten,510-882-3480 Ext:24,
Lambton Rural Child Care,Ontario,Dresden,941 North Street Dresden ON,Kindergarten,519-882-3480,
Lambton Rural Child Care,Ontario,Dresden,4587 Bentpath Line Dresden ON,Preschool,519-882-3480 Ext:22,
