,Unnamed: 0,facility,type,community,agegroups,district,address,operator,num_spaces,age,licence_status
251,251,Garderie la Mlodie (2014) Inc.,Full-time Centre,Dieppe,Preschool,Francophone Sud,309  chemin   Fox-Creek   Dieppe E1A 7M5 (506) 384-7788,Garderie la Mlodie (2014) Inc.,39,"Preschool, School-age",Active
252,252,GARDERIE LA MLODIE 2 (2014),Full-time Centre,Dieppe,Infant,Francophone Sud,345  avenue   Bras-D'Or   Dieppe E1A 2B6 (506) 852-3636,Garderie la Mlodie (2014) Inc.,49,"Infant, Preschool, School-age",Active
253,253,Garderie La Mlodie 3 (2014) Inc.,Full-time Centre,Shediac,Infant,Francophone Sud,48  chemin   Ohio   Shediac E4P 2J9 (506) 532-1330,Garderie la Mlodie (2014) Inc.,50,"Infant, Preschool, School-age",Active
254,254,Garderie la ptite luciole,Home,Campbellton,Infant,Francophone Nord-Est,65  Street   Andrew   Campbellton E3N 2B8 (506) 329-1242,Suzie Althot Savoie,6,"Infant, Preschool, School-age",Active
255,255,Garderie la petite famille,Full-time Centre,Saint-Franois-de-Madawaska,Preschool,Francophone Nord-Ouest,2366  rue   Commerciale   Saint-Franois-de-Madawaska E7A 1B6 (506) 992-8807,Jose Picard,36,"Preschool, School-age",Active
256,256,Garderie La P'tite Rcr,Home,Saint-Basile,Infant,Francophone Nord-Ouest,10  rue   Rita Smith   Saint-Basile E7C 1J8 (506) 838-4938,Marie-Lyne Thriault,6,"Infant, Preschool, School-age",Active
257,257,Garderie La Rivire,Full-time Centre,Landry Office,Preschool,Francophone Nord-Est,1050  Route   350   Landry Office E8P 2K9 (506) 727-1916,GARDERIE LA RIVIRE,18,"Preschool, School-age",Active
258,258,Garderie l'Arc-en-ciel d'amis,Home,Edmundston,Infant,Francophone Nord-Ouest,52  avenue   46 Ime   Edmundston E3V 3B5 (506) 739-7550,TINA MORIN,6,"Infant, Preschool, School-age",Active
259,259,Garderie le coffre aux trsors,Home,Saint-Basile,Infant,Francophone Nord-Ouest,48  rue   Edgar   Saint-Basile E7C 1P1 (506) 580-0909,VICKY LAVOIE,6,"Infant, Preschool, School-age",Active
260,260,Garderie Le p'tit monde des enfants,Full-time Centre,Clair,Infant,Francophone Nord-Ouest,695  rue   Principale   Clair E7A 2H3 (506) 992-3702,MONA LIZOTTE,25,"Infant, Preschool, School-age",Active
261,261,GARDERIE LE ROYAUME,Full-time Centre,Dieppe,Infant,Francophone Sud,392  rue   Amirault   Dieppe E1A 1G3 (506) 382-4565,GARDERIE LE ROYAUME LTEE,44,"Infant, Preschool, School-age",Active
262,262,Garderie L'Enfant Magique Inc.,Full-time Centre,Campbellton,Infant,Francophone Nord-Est,47  avenue   Du Village   Campbellton E3N 3G4 (506) 753-4069,Garderie L'Enfant Magique Inc.,54,"Infant, Preschool, School-age",Active
263,263,Garderie les Amis de Cdrik,Home,Balmoral,Infant,Francophone Nord-Est,1023  Avenue   Des Pionniers   Balmoral E8E 1B5 (506) 987-3400,MLANIE TURGEON,6,"Infant, Preschool, School-age",Active
264,264,Garderie Les amis de Kaleb,Home,Grand-Sault/Grand Falls,School-age,Francophone Nord-Ouest,34  rue   Dominique   Grand-Sault/Grand Falls E3Y 1A2 (506) 475-2201,Jose Thriault,9,School-age,Active
265,265,Garderie Les amis de Madi,Full-time Centre,Grand-Sault/Grand Falls,Infant,,,,,,
266,266,Garderie Les Chatounets,Home,Moncton,Infant,Francophone Sud,10  Avenue   Massey   Moncton E1A 3C6 (506) 204-8909,Ludivine Mairet,6,"Infant, Preschool, School-age",Active
267,267,Garderie les Dbrouillards(es) Inc.,Full-time Centre,Val-d'Amour,Infant,Francophone Nord-Est,1  rue   de l'Ecole   Val-d'Amour E3N 5E1 (506) 753-3596,La Garderie les Dbrouillard(e)s de Val DAmour INC.,60,"Infant, Preschool",Active
268,268,Garderie les Farfelues,Home,Saint-Quentin,Infant,,,,,,
269,269,Garderie Les Frimousses,Home,Tracadie-Sheila,Infant,Francophone Nord-Est,634  rue   De L'glise   Tracadie-Sheila E1X 1B1 (506) 395-9568,JOCELINE BRIDEAU,6,"Infant, Preschool, School-age",Active
270,270,Garderie Les grands entrepreneurs,Part-time Centre,Saint-Andr,School-age,Francophone Nord-Ouest,477  chemin   de l'glise   Saint-Andr E3Y 2Y2 (506) 475-4056,Fondation ACCS-ERSA,60,School-age,Active
271,271,Garderie Les Hiboux,Full-time Centre,Fredericton,Preschool,Francophone Sud,  Drive   Eco Terra   Fredericton E3A 9M1 (506) 453-7700,Service de Garde L'Envole Inc.,60,"Preschool, School-age",Active
272,272,Garderie Les Hirondelles,Full-time Centre,Fredericton,Infant,Francophone Sud,  Drive   Eco Terra   Fredericton E3A 9M1 (506) 453-7700,Service de Garde L'Envole Inc.,60,"Infant, Preschool",Active
273,273,Garderie Les Lucioles,Part-time Centre,Fredericton,School-age,,,,,,
274,274,Garderie Les Lumignons,Part-time Centre,Fredericton,School-age,Francophone Sud,  Drive   Eco Terra   Fredericton E3A 9M1 (506) 453-7700,Service de Garde L'Envole Inc.,60,School-age,Active
275,275,Garderie Les Perroquets,Full-time Centre,Fredericton,Infant,Francophone Sud,  Drive   Eco Terra   Fredericton E3A 9M1 (506) 453-7700,Service de Garde L'Envole Inc.,60,"Infant, Preschool",Active
276,276,Garderie Les Petites Cacahutes,Home,Bertrand,Infant,Francophone Nord-Est,880  boulevard   Des Acadiens   Bertrand E1W 1H6 (506) 727-5020,KARINNE GUITARD,6,"Infant, Preschool, School-age",Active
277,277,GARDERIE LES PETITS AMIS DE CATHY,Home,Dieppe,Infant,Francophone Sud,241  rue   Bdard   Dieppe E1A 0H1 (506) 387-5812,CATHY GAUDET,6,"Infant, Preschool, School-age",Active
278,278,Garderie Les Petits Anges,Full-time Centre,Nguac,Preschool,Francophone Nord-Est,94  rue   Martin   Nguac E9G 1K9 (506) 776-8427,JOANNE ROBICHAUD,22,"Preschool, School-age",Active
279,279,Garderie Les Petits Dragons,Home,St-Simon,Infant,Francophone Nord-Est,1319  Route   335   St-Simon E8P 2A4 (506) 726-0069,Kathleen Foulem,6,"Infant, Preschool, School-age",On Hold
280,280,Garderie Les petits entrepreneurs,Part-time Centre,Saint-Andr,Preschool,Francophone Nord-Ouest,477  chemin   de l'glise   Saint-Andr E3Y 2Y2 (506) 475-4056,Fondation ACCS-ERSA,60,"Preschool, School-age",Active
281,281,Garderie Les Petits Ours,Home,Oromocto,Infant,Francophone Sud,42  Crescent   Watling   Oromocto E2V 4M8 (780) 257-8461,Marie-Jose Lanteigne,6,"Infant, Preschool, School-age",Active
282,282,Garderie Les Petits Passereaux Inc,Full-time Centre,Pont-Landry,Preschool,Francophone Nord-Est,5067  Route   160   Pont-Landry E1X 2V5 (506) 394-3600,Garderie Les Petits Passereaux Inc,60,"Preschool, School-age",Active
283,283,GARDERIE LES PETITS SOURIRES,Home,Scoudouc,Infant,Francophone Sud,3060  Route   132   Scoudouc E4P 3S4 (506) 532-6700,GARDERIE LES PETITS SOURIRES N.B LTEE,6,"Infant, Preschool, School-age",Active
284,284,Garderie les petits trsors I.H. Lte,Full-time Centre,Caraquet,Preschool,Francophone Nord-Est,5  rue   De La Forge   Caraquet E1W 1A2 (506) 727-4656,GARDERIE LES PETITS TRESORS I.H. LTEE,37,"Preschool, School-age",Active
285,285,Garderie Les P'tites Tornades,Home,Sainte-Marie-Saint-Raphal,Infant,Francophone Nord-Est,64  rue   Arlequin   Sainte-Marie-Saint-Raphal E8T 1N4 (506) 344-5404,LUCIE CHIASSON,6,"Infant, Preschool, School-age",Active
286,286,Garderie Les P'tits Acadiens,Full-time Centre,Caraquet,Infant,Francophone Nord-Est,38  rue   Portage   Caraquet E1W 1A8 (506) 727-1819,KARINE CHENARD,43,"Infant, Preschool, School-age",Active
287,287,Garderie les p'tits amis de Amy,Home,DSL de Grand-Sault/Falls,Infant,Francophone Nord-Ouest,7  rue   Harry   DSL de Grand-Sault/Falls E3Z 0A4 (506) 475-5080,AMY DUREPOS,6,"Infant, Preschool, School-age",Active
288,288,GARDERIE LES P'TITS BARACHOIS,Home,Grand-Barachois,Infant,Francophone Sud,51  chemin   Pointe Aux Bouleaux   Grand-Barachois E4P 7Z7 (506) 533-7820,VALRIE ST-PIERRE,6,"Infant, Preschool, School-age",Active
289,289,Garderie Les P'tits Chatons,Full-time Centre,Saint-Basile,Infant,Francophone Nord-Ouest,424  rue   Principale   Saint-Basile E7C 1J4 (506) 263-1995,Parise Cyr,60,"Infant, Preschool, School-age",Active
290,290,GARDERIE LES P'TITS COEURS DAYCARE,Full-time Centre,Dieppe,Infant,Francophone Sud,275  rue   Amirault   Dieppe E1A 1G1 (506) 384-2030,GARDERIE LES P'TITS COEURS DAYCARE INC.,45,"Infant, Preschool, School-age",Active
291,291,GARDERIE LES P'TITS COEURS DAYCARE GROUPE 2,Full-time Centre,Dieppe,Preschool,Francophone Sud,275  rue   Amirault   Dieppe E1A 1G1 (506) 384-2030,GARDERIE LES P'TITS COEURS DAYCARE INC.,60,"Preschool, School-age",Active
292,292,GARDERIE LES P'TITS DAUPHINS,Home,Moncton,School-age,Francophone Sud,44  Road   Mill   Moncton E1A 4A1 (506) 830-1827,JOANNE LANDRY,9,School-age,Active
293,293,Garderie Les P'tits Poussins,Full-time Centre,Fredericton,Infant,Francophone Sud,  Drive   Eco Terra   Fredericton E3A 9M1 (506) 453-7700,Service de Garde L'Envole Inc.,39,"Infant, Preschool",Active
294,294,Garderie les Zamibulles Inc.,Full-time Centre,Edmundston,Infant,Francophone Nord-Ouest,629  rue   Victoria   Edmundston E3V 3M8 (506) 739-9264,Garderie les Zamibulles Inc.,60,"Infant, Preschool, School-age",Active
295,295,GARDERIE L'TOILE FILANTE,Full-time Centre,Saint-Antoine,Infant,Francophone Sud,4630  rue   Principale   Saint-Antoine E4V 1R5 (506) 525-2909,NB 638974 INC.,48,"Infant, Preschool, School-age",Active
296,296,Garderie Lisette Aprs-Classe,Full-time Centre,Cap-Pel,Preschool,Francophone Sud,12  chemin   Robichaud   Cap-Pel E4N 1Y8 (506) 577-4844,GARDERIE LISETTE LTE,45,"Preschool, School-age",Active
297,297,GARDERIE LISETTE Lte,Full-time Centre,Cap-Pel,Infant,Francophone Sud,36  rue   Brun   Cap-Pel E4N 1N4 (506) 577-8208,GARDERIE LISETTE LTE,41,"Infant, Preschool",Active
298,298,Garderie l'Univers des Petits,Full-time Centre,Paquetville,Preschool,Francophone Nord-Est,1890  rue   Bellechasse   Paquetville E8R 1M8 (506) 764-2978,Chantal Mainville,21,Preschool,Active
299,299,Garderie l'Univers des Petits Papillons,Home,Saint-Isidore,Infant,Francophone Nord-Est,4255  boulevard   Des Fondateurs   Saint-Isidore E8M 1G7 (506) 358-0112,NADIA BOURGEOIS,6,"Infant, Preschool, School-age",Active
300,300,Garderie Mange Enchant 2020 inc.,Full-time Centre,Beresford,Infant,Francophone Nord-Est,1190  rue   Principale   Beresford E8K 2J1 (506) 548-9324,Garderie Mange Enchant (2020) inc.,55,"Infant, Preschool, School-age",Active
301,301,GARDERIE MAYA,Home,Pointe-Sapin,Infant,Francophone Sud,50  chemin   Pointe-De Pruches   Pointe-Sapin E9A 1S4 (506) 876-3303,MAYA ROBICHAUD,6,"Infant, Preschool, School-age",Active
302,302,Garderie Mlie 2020 Inc,Full-time Centre,Robertville,Infant,Francophone Nord-Est,2009  Route   322   Robertville E8K 2S4 (506) 783-7793,Garderie Mlie 2020 Inc,60,"Infant, Preschool, School-age",Active
303,303,Garderie Mlubulles 1 Inc.,Full-time Centre,Edmundston,Preschool,Francophone Nord-Ouest,45  avenue   31 ime   Edmundston E3V 2R6 (506) 739-9264,Garderie Mlubulles Inc.,60,"Preschool, School-age",Active
304,304,Garderie Mlubulles 2 Inc.,Full-time Centre,Edmundston,Infant,Francophone Nord-Ouest,45  avenue   31 ime   Edmundston E3V 2R6 (506) 739-9264,Garderie Mlubulles Inc.,57,"Infant, Preschool",Active
305,305,Garderie Mini-Sol,Part-time Centre,Petit-Rocher,School-age,Francophone Nord-Est,63  rue   Laplante Est   Petit-Rocher E8J 1H4 (506) 783-9814,Garderie Mini-Sol inc.,50,School-age,Active
306,306,Garderie Mon autre maison,Home,Saint-Quentin,Infant,Francophone Nord-Ouest,4  rue   Jonathan   Saint-Quentin E8A 2C8 (506) 504-0156,Evelyne Nol,6,"Infant, Preschool, School-age",Active
307,307,Garderie Mon Doudou - Jeux de Lettres,Full-time Centre,Moncton,Infant,Francophone Sud,176  Avenue   Second   Moncton E1C 7Y6 (506) 227-2722,Eugnie Akou Agbli,15,"Infant, Preschool, School-age",Active
308,308,Garderie Mont Ste-Marie Inc.,Full-time Centre,Edmundston,Infant,Francophone Nord-Ouest,641  rue   St-Franois   Edmundston E3V 1H6 (506) 735-9199,Garderie Mont Ste-Marie Inc.,60,"Infant, Preschool",Active
309,309,Garderie Mont Ste-Marie Inc. prscolaire & aprs-classe,Full-time Centre,Edmundston,Preschool,Francophone Nord-Ouest,641  rue   St-Franois   Edmundston E3V 1H6 (506) 735-9199,Garderie Mont Ste-Marie Inc.,43,"Preschool, School-age",Active
310,310,GARDERIE MYRABEL,Home,Cocagne,Infant,Francophone Sud,5418  Route   134   Cocagne E4R 3P1 (506) 744-0781,Julie Cormier,6,"Infant, Preschool, School-age",Active
311,311,GARDERIE PEEK-A-BOO DAYCARE,Full-time Centre,Miramichi,Preschool,Anglophone North,5 447  King George   Highway Miramichi E1V 1L8 (506) 622-7070,SOPHIE WOODLEY,24,"Preschool, School-age",Active
312,312,Garderie Petit Soleil,Home,Saint-Jacques,Infant,Francophone Nord-Ouest,10  rue   Patrick   Saint-Jacques E7B 2Y1 (506) 253-9075,NATHALIE WARD,6,"Infant, Preschool, School-age",On Hold
313,313,Garderie Petit-Pied/Little Foot Daycare,Full-time Centre,Nguac,Preschool,Francophone Nord-Est,1197  rue   Principale   Nguac E9G 1T2 (506) 776-5043,Donna Robichaud,40,"Preschool, School-age",Active
314,314,Garderie Polichinelle,Full-time Centre,Campbellton,Infant,Francophone Nord-Est,87  Street   Arran   Campbellton E3N 1L5 (506) 753-4218,Christian Hach,24,"Infant, Preschool, School-age",Active
315,315,GARDERIE POWER PLAY DAYCARE,Part-time Centre,Dieppe,School-age,Francophone Sud,257  rue   des Erables   Dieppe E1A 9B1 (506) 853-7529,ACADMIE POWER PLAY ACADEMY INC.,49,School-age,Active
316,316,Garderie Prcieux Moments,Home,Clair,Infant,Francophone Nord-Ouest,21  avenue   Des rables   Clair E7A 2B4 (506) 821-2222,JACQUELINE LANG,6,"Infant, Preschool, School-age",Active
317,317,Garderie Rose des vents,Home,Sainte-Rose,Infant,Francophone Nord-Est,1745  Route   355   A Sainte-Rose E1X 2W5 (506) 395-1514,Linda Losier,6,"Infant, Preschool, School-age",Active
318,318,Garderie Tic Tac Toe Daycare Inc.,Full-time Centre,Dalhousie,Infant,Anglophone North,357  Grey   Street Dalhousie E8C 1W6 (506) 684-2700,Garderie Tic Tac Toe Daycare Inc.,37,"Infant, Preschool",Active
319,319,Garderie Tic Tac Toe Daycare Inc. (2),Part-time Centre,Dalhousie,School-age,Anglophone North,357  Grey   Street Dalhousie E8C 1W6 (506) 684-2700,Garderie Tic Tac Toe Daycare Inc.,60,School-age,Active
320,320,Garderie Tina Mallet,Full-time Centre,Haut-Shippagan,Infant,Francophone Nord-Est,140  chemin   des Huitres   Haut-Shippagan E8S 2N6 (506) 336-8516,Tina Mallet,57,"Infant, Preschool, School-age",Active
321,321,Garderie Tourbillon de Soleil Inc.,Full-time Centre,Balmoral,Preschool,Francophone Nord-Est,464  avenue   Des Pionniers   Balmoral E8E 1E2 (506) 826-2796,GARDERIE TOURBILLON DE SOLEIL INC.,48,"Preschool, School-age",Active
322,322,Garderie univers d'enfants I,Full-time Centre,Moncton,Infant,Francophone Sud,329  rue   Ryan   Moncton E1G 2W2 (506) 864-8377,Garderie Univers d'enfants Inc.,60,"Infant, Preschool, School-age",Active
323,323,Garderie univers d'enfants II,Full-time Centre,Moncton,Infant,Francophone Sud,329  rue   Ryan   Moncton E1G 2W2 (506) 864-8377,Garderie Univers d'enfants Inc.,60,"Infant, Preschool, School-age",Active
324,324,GBC CHILD CARE PROGRAMS,Full-time Centre,Riverview,Preschool,Anglophone East,160  Old Coach   Road Riverview E1B 1N8 (506) 851-5520,GUNNINGSVILLE BAPTIST CHURCH INC.,59,"Preschool, School-age",Active
325,325,Geary Headstart Program,Part-time Centre,Geary,Preschool,Anglophone West,16  Lauvina Bye   Road Geary E2V 3Y1 (506) 449-2603,Geary Headstart Program,30,"Preschool, School-age",Active
326,326,Get Active After School,Part-time Centre,Fredericton,School-age,Anglophone West,180  Main   Street Fredericton E3A 1C8 (506) 472-9323,Get Active After School Inc.,60,School-age,Active
327,327,Get Active Kids,Part-time Centre,Fredericton,School-age,Anglophone West,180  Main   Street Fredericton E3A 1C8 (506) 472-9323,Get Active After School Inc.,60,School-age,Active
328,328,Gibson-Neill Memorial After School Program,Part-time Centre,Fredericton,School-age,Anglophone West,67  Wyngate   Drive Fredericton E3A 6G1 (506) 472-5112,Fredericton Boys and Girls Club Inc.,29,School-age,Active
329,329,GO-GO AFTER SCHOOL ISLAND VIEW SCHOOL,Part-time Centre,Saint John,School-age,Anglophone South,496  Ridge   Row Saint John E2M 4A1 (506) 455-5496,Go-Go Group Inc.,30,School-age,Active
330,330,Go-Go After School and Preschool Woodstock Road,Full-time Centre,Fredericton,Preschool,Anglophone West,A 861  Woodstock   Road Fredericton E3B 7R7 (506) 455-5496,Go-Go Group Inc.,60,"Preschool, School-age",Active
331,331,Go-Go After School Canterbury,Part-time Centre,Fredericton,School-age,Anglophone West,523  Canterbury   Drive Fredericton E3B 4M4 (506) 455-5496,Go-Go Group Inc.,60,School-age,Active
332,332,Go-Go After School Connaught Street,Part-time Centre,Fredericton,School-age,Anglophone West,536  Northumberland   Street Fredericton E3E 1P1 (506) 455-5496,Go-Go Group Inc.,60,School-age,Active
333,333,GO-GO AFTER SCHOOL FAIRVALE ELEMENTARY,Part-time Centre,Rothesay,School-age,Anglophone South,11  School   Avenue Rothesay E2E 1Z9 (506) 846-6202,Go-Go Group Inc.,60,School-age,Active
334,334,Go-Go After School Hammond River Valley,Part-time Centre,Hampton,School-age,Anglophone South,1759  860   Route Hampton E5N 8H1 (506) 455-5496,Go-Go Group Inc.,30,School-age,Active
335,335,Go-Go After School Hanwell,Part-time Centre,Hanwell,Preschool,Anglophone West,1717  640   Route Hanwell E3C 2B9 (506) 455-5496,Go-Go Group Inc.,50,"Preschool, School-age",Active
336,336,Go-Go After School High Point Plaza,Part-time Centre,New Maryland,School-age,Anglophone West,283  New Maryland   Highway New Maryland E3C 2H3 (506) 455-5496,Go-Go Group Inc.,45,School-age,Active
337,337,Go-Go After School Main Street,Part-time Centre,Fredericton,Preschool,Anglophone West,87  Main   Street Fredericton E3A 1C2 (506) 455-5496,Go-Go Group Inc.,60,"Preschool, School-age",Active
338,338,Go-Go After School Nashwaaksis,Part-time Centre,Fredericton,School-age,Anglophone West,104  Edgewood   Drive Fredericton E3A 1T3 (506) 455-5496,Go-Go Group Inc.,60,School-age,Active
339,339,Go-Go After School Park Street,Part-time Centre,Fredericton,School-age,Anglophone West,111  Park   Street Fredericton E3A 2J6 (506) 454-5496,Go-Go Group Inc.,47,School-age,Active
340,340,Go-Go After School Saint Rose School,Part-time Centre,Saint John,School-age,Anglophone South,700  Manawagonish   Road Saint John E2M 3W5 (506) 455-5496,Go-Go Group Inc.,30,School-age,Active
341,341,Go-Go After School Silverwood,Part-time Centre,Fredericton,School-age,Anglophone West,2385  Woodstock   Road Fredericton E3C 1L4 (506) 455-5496,Go-Go Group Inc.,41,School-age,Active
342,342,Go-Go After School Two Nations Crossing,Part-time Centre,Fredericton,Preschool,Anglophone West,80  Two Nations   Crossing Fredericton E3A 0H2 (506) 455-5496,Go-Go Group Inc.,48,"Preschool, School-age",Active
343,343,Go-Go After School UNB Main,Part-time Centre,Fredericton,School-age,Anglophone West,2  Peter Kelly   Drive Fredericton E3B 5A3 (506) 455-5496,Go-Go Group Inc.,56,School-age,On Hold
344,344,GO-GO AFTER SCHOOL-HAMPTON ELEMENTARY SCHOOL,Part-time Centre,Hampton,School-age,Anglophone South,82  School   Street Hampton E5N 6B2 (506) 455-5496,Go-Go Group Inc.,30,School-age,Active
345,345,Go-Go Preschool and After School Maple Street,Full-time Centre,Fredericton,Preschool,Anglophone West,318  Maple   Street Fredericton E3A 3R4 (506) 455-5436,Go-Go Group Inc.,54,"Preschool, School-age",Active
346,346,Go-Go Preschool and Afterschool Main St. 2,Full-time Centre,Fredericton,Preschool,Anglophone West,87  Main   Street Fredericton E3A 1C2 (506) 455-5496,Go-Go Group Inc.,35,"Preschool, School-age",Active
347,347,Go-Go Preschool- Canterbury Drive,Full-time Centre,Fredericton,Preschool,Anglophone West,105-106 523  Canterbury   Drive Fredericton E3B 4M4 (506) 455-5496,Go-Go Group Inc.,56,"Preschool, School-age",Active
348,348,Go-Go Preschool High Point Plaza,Full-time Centre,New Maryland,Preschool,Anglophone West,283  New Maryland   Highway New Maryland E3C 2H3 (506) 455-5496,Go-Go Group Inc.,24,"Preschool, School-age",Active
349,349,GRAND BAY AFTER SCHOOL 1,Part-time Centre,Grand Bay-Westfield,School-age,Anglophone South,27  Inglewood   Drive Grand Bay-Westfield E5K 2E1 (506) 738-8103,686127 NB INC.,47,School-age,Active
350,350,GRAND BAY BLOSSOMS,Full-time Centre,Grand Bay-Westfield,Infant,Anglophone South,749  River Valley   Drive Grand Bay-Westfield E5K 1B6 (506) 738-3217,GRAND BAY BLOSSOMS INC.,60,"Infant, Preschool, School-age",Active
351,351,Grand Bay Blossoms Afterschool Care,Part-time Centre,Grand Bay-Westfield,School-age,Anglophone South,45  Ridge   Way Grand Bay-Westfield E5K 1Y9 (506) 738-3217,GRAND BAY BLOSSOMS INC.,30,School-age,Active
352,352,GRAND BAY TINY TREASURES LEARNING CENTRE,Full-time Centre,Grand Bay-Westfield,Preschool,Anglophone South,77  Woolastook   Drive Grand Bay-Westfield E5K 1S3 (506) 738-2766,GRAND BAY BAPTIST CHURCH INC.,34,"Preschool, School-age",Active
353,353,GRAND BAY TREASURED ADVENTURES,Part-time Centre,Grand Bay-Westfield,School-age,Anglophone South,77  Woolastook   Drive Grand Bay-Westfield E5K 1S3 (506) 654-2766,GRAND BAY BAPTIST CHURCH INC,60,School-age,Active
354,354,Grand Manan Early Learning Centre,Full-time Centre,Grand Manan,Preschool,Anglophone South,1021  776   Route Grand Manan E5G 4E5 (506) 662-3653,BOYS AND GIRLS CLUB OF GRAND MANAN ISLAND INC.,52,"Preschool, School-age",Active
355,355,GREATER MONCTON SCHOOL OF DISCOVERY,Full-time Centre,Moncton,Infant,Anglophone East,135  MacBeath   Avenue Moncton E1C 6Z8 (506) 857-5560,J. MCGRATH HOLDINGS INC.,60,"Infant, Preschool",Active
356,356,GREATER MONCTON SCHOOL OF DISCOVERY AFTERSCHOOL,Part-time Centre,Moncton,School-age,Anglophone East,172  West   Lane Moncton E1C 6V2 (506) 857-5560,J. MCGRATH HOLDINGS INC.,45,School-age,Active
357,357,GREATER MONCTON SCHOOL OF DISCOVERY PRESCHOOL,Full-time Centre,Moncton,Preschool,Anglophone East,135  MacBeath   Avenue Moncton E1C 6Z8 (506) 857-5560,J. MCGRATH HOLDINGS INC.,20,Preschool,Active
358,358,GROW WITH ME DAY CARE,Home,Riverview,Preschool,Anglophone East,35  McDowell   Avenue Riverview E1B 4A3 (506) 378-0214,KAITLIN MERKS,9,"Preschool, School-age",Active
359,359,HALL PLAYTIME LEARNERS PRESCHOOL,Part-time Centre,Hampton,Preschool,Anglophone South,82  School   Street Hampton E5N 6B2 (506) 832-5665,HAMPTON ALLIANCE FOR LIFELONG LEARNING INC.,15,Preschool,Active
360,360,Halte Carrefour des amis,Part-time Centre,Beresford,School-age,Francophone Nord-Est,795  rue   cole   Beresford E8K 1V4 (506) 542-1907,Carrefour des amis inc.,60,School-age,Active
361,361,HALTE DE LA PASSERELLE,Part-time Centre,Memramcook,School-age,Francophone Sud,432  rue   Centrale   Memramcook E4K 3S5 (506) 863-4302,SUZANNE GODIN,45,School-age,Active
362,362,Halte de l'tincelle,Part-time Centre,Sainte-Marie-Saint-Raphal,Preschool,Francophone Nord-Est,70  rue   De L'glise   Sainte-Marie-Saint-Raphal E8T 1N8 (506) 344-3022,MIDINETTE INC,20,"Preschool, School-age",Active
363,363,Halte des Grands lutins,Full-time Centre,Nigadoo,School-age,Francophone Nord-Est,2 385  rue   Principale   Nigadoo E8K 3R6 (506) 480-0426,GARDERIE DES PETITS LUTINS INC.,35,School-age,Active
364,364,Halte le Monde des Super Hros,Part-time Centre,Le Goulet,School-age,Francophone Nord-Est,1295  rue   Principale   Le Goulet E8S 2E9 (506) 336-4940,Karine Hach,15,School-age,Active
365,365,Halte scolaire  petit pas dans mon cole,Part-time Centre,Robertville,School-age,Francophone Nord-Est,1341  chemin   Robertville   Robertville E8K 2V9 (506) 542-2453,CENTRE DE LA PETITE ENFANCE ET FAMILLES,43,School-age,Active
366,366,Halte scolaire Bellefeuille,Part-time Centre,Tracadie-Sheila,School-age,Francophone Nord-Est,906  rue   L.G. Daigle   Tracadie-Sheila E1X 1G4 (506) 394-3559,HALTE SCOLAIRE BELLEFEUILLE,60,School-age,Active
367,367,Halte scolaire Bimbo,Part-time Centre,Bathurst,School-age,Francophone Nord-Est,1300  rue   St-Joseph   Bathurst E2A 3R5 (506) 548-8069,GARDERIE BIMBO DAY CARE INC.,60,School-age,Active
368,368,Halte scolaire Carrefour de la jeunesse,Part-time Centre,Edmundston,School-age,Francophone Nord-Ouest,54  avenue   21 Ime   Edmundston E3V 2B9 (506) 263-5035,Les Haltes Scolaires et Pr-Maternelles Arc-En-Ciel Inc.,60,School-age,Active
369,369,Halte scolaire des grands amis,Part-time Centre,Dundee,School-age,Francophone Nord-Est,361  Route   280   Dundee E8E 1X6 (506) 987-4199,Yvette Maltais,28,School-age,Active
370,370,Halte Scolaire du C.S.C. La fontaine,Part-time Centre,Nguac,School-age,Francophone Nord-Est,700  rue   Principale   Nguac E9G 1N4 (506) 776-3808,Les amis de la rencontre de Neguac Inc,19,School-age,On Hold
371,371,Halte scolaire cole Saint-Jacques 4,Part-time Centre,Saint-Jacques,School-age,Francophone Nord-Ouest,10  avenue   De L'cole Saint-Jacques   Saint-Jacques E7B 1E7 (506) 739-6755,Nathalie Caron,60,School-age,Active
372,372,Halte scolaire lmentaire Mgr-Lang,Part-time Centre,Drummond,School-age,Francophone Nord-Ouest,1365  chemin   Tobique   Drummond E3Y 2P4 (506) 473-4055,Garderie Broadway Inc.,24,School-age,Active
373,373,Halte scolaire Entramis.inc,Part-time Centre,Beresford,School-age,Francophone Nord-Est,963  rue   Principale   Beresford E8K 1M7 (506) 544-1912,Halte scolaire Entramis inc.,30,School-age,Active
374,374,Halte scolaire ESSA,Part-time Centre,Lamque,School-age,Francophone Nord-Est,65  rue   De L'cole   Lamque E8T 1B7 (506) 344-3064,CAFTRIA ESSA INC.,60,School-age,Active
375,375,Halte Scolaire Happy Feet,Part-time Centre,Grand-Sault/Grand Falls,School-age,Francophone Nord-Ouest,689  boulevard   verard H. Daigle   Grand-Sault/Grand Falls E3Z 3C5 (506) 475-9309,Happy Feet Daycare Inc.,60,School-age,Active
376,376,Halte scolaire Jade,Part-time Centre,Pointe-Brle,School-age,Francophone Nord-Est,225  rue   Pointe-Brule   Pointe-Brle E8S 2V9 (506) 601-4455,GARDERIE JADE INC.,16,School-age,Active
